Name,Cycle_Number,Total_10Day_Quantity,Max_Stock,Utilization_Rate,GroupName,Stock_Class,Storage Unit,Family,Site,Item Id,Demanded,Delivered,satisfaction_rate (%),Weekend,Month,Date_week,days_since_start,Inventory_Cycle,Cycle_Start_Day,Cycle_End_Day
POIVRE NOIR MOULU,22,1.0,3.0,0.333,Epicerie,B,PC (1 KG),SOLIDES,Economat,13068,1,1,60.86956521739131,0,2024-08,jeudi,213,22,213,222
POMME (FRUIT),22,17.35,22.15,0.783,Fruits & Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12762,11,11,69.8224852071006,1,2024-07,mardi,211,22,211,220
POMME DE TERRE,22,222.7,292.25,0.762,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12048,12,12,83.203125,1,2024-07,mardi,211,22,211,220
POT NUTELLA 3 KG,22,25.0,31.0,0.806,Epicerie,C,POT (3 KG),SOLIDES,Economat,15148,7,7,79.24528301886792,1,2024-08,jeudi,213,22,213,222
POUDRE TENDERS PB,22,42.0,42.0,1.0,Volaille Surgelée,B,KG (1 KG),SOLIDES,Economat,16166,3,3,50.90909090909091,0,2024-08,jeudi,213,22,213,222
POULET PANE AMANDE PB,22,5.0,350.0,0.014,Volaille Surgelée,A,PQT (40 PC),SOLIDES,Economat,16164,3,3,54.30267062314541,1,2024-08,jeudi,213,22,213,222
PRUNES,22,8.585,18.8,0.457,Fruits & Legumes Frais,C,KG (1 KG),SOLIDES,Economat,13073,8,8,65.21739130434783,1,2024-07,mardi,211,22,211,220
PUNCH CIDRE 30CL,22,1044.0,1310.0,0.797,Eaux et Sodas,C,PC (1 PC),LIQUIDES,Economat,18738,9,9,93.84615384615384,1,2024-07,mardi,211,22,211,220
PUREE ANANAS 1 L,22,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15681,1,1,59.375,1,2024-08,vendredi,214,22,214,223
PUREE DE BANANE 1L,22,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15679,1,1,48.64864864864865,1,2024-08,vendredi,214,22,214,223
PUREE MANGUE 1L,22,1.0,2.0,0.5,Epicerie,D,PC (1 L),SOLIDES,Economat,15673,1,1,60.71428571428571,1,2024-08,vendredi,214,22,214,223
RACLETTE,22,3.0,7.0,0.429,Hygiène,B,PC,CONSO/HYG,Economat,13142,2,2,92.04545454545456,1,2024-07,mercredi,212,22,212,221
RAISIN NOIR,22,30.9,38.1,0.811,Fruits & Legumes Frais,A,KG (1 KG),SOLIDES,Economat,13158,16,16,81.73076923076923,1,2024-07,mardi,211,22,211,220
RAISINS JAUNE,22,17.75,23.0,0.772,Fruits & Legumes Frais,B,KG (1 KG),SOLIDES,Economat,13124,11,11,89.62962962962962,1,2024-07,mardi,211,22,211,220
RAME PAPIER A4,22,4.0,23.0,0.174,Fournitures de Bureau,B,PC (1 PC),FOURNITURE DE BUREAU,Economat,12798,2,2,100.0,1,2024-07,mardi,211,22,211,220
RED BULL,22,395.0,609.0,0.649,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12799,22,22,84.55882352941177,1,2024-07,mardi,211,22,211,220
REMANENT HERBE CF,22,1.0,10.0,0.1,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,13508,1,1,64.44444444444444,0,2024-07,mardi,211,22,211,220
RISTRETTO NSPRS,22,6800.0,6800.0,1.0,Cafe,A,PC,LIQUIDES,Economat,16341,24,24,84.55696202531645,1,2024-07,mardi,211,22,211,220
RIZ EN PAQUET,22,10.0,35.0,0.286,Epicerie,C,PC,SOLIDES,Economat,12800,2,2,62.5,1,2024-08,vendredi,214,22,214,223
ROQUETTE FRAIS EN KG,22,4.9,9.9,0.495,Legumes Frais,B,KG,SOLIDES,Economat,18118,1,1,40.397350993377486,0,2024-07,mercredi,212,22,212,221
ROULEAU CAISSE 80*80,22,205.0,205.0,1.0,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12802,12,12,74.3859649122807,1,2024-07,mardi,211,22,211,220
ROULEAU DE 750 ETIQUETTE BLANC,22,5.0,16.0,0.312,Consommable,C,PC,CONSO/HYG,Economat,17681,2,2,74.46808510638297,0,2024-07,mardi,211,22,211,220
ROULEAU TPE,22,230.0,286.0,0.804,Fournitures de Bureau,A,PC (1 PC),FOURNITURE DE BUREAU,Economat,12804,12,12,71.74721189591078,1,2024-07,mardi,211,22,211,220
SAC A POUBELLE GEANT BLANC,22,1350.0,2075.0,0.651,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13081,16,16,93.06803594351732,1,2024-07,mardi,211,22,211,220
SAC BOUTIQUE GDISE HD 40/35 BLANC,22,500.0,1000.0,0.5,Consommable,D,PC,CONSO/HYG,Economat,17721,1,1,82.92682926829268,0,2024-08,jeudi,220,23,220,229
SAC BOUTIQUE GDISE HD 50/45 BLANC,22,500.0,1000.0,0.5,Consommable,D,PC,CONSO/HYG,Economat,17722,1,1,76.47058823529412,0,2024-08,jeudi,220,23,220,229
SAC GROUPAGE DB,22,3000.0,6000.0,0.5,Consommable,B,PC,CONSO/HYG,Economat,15140,2,2,74.71264367816092,1,2024-07,mardi,211,22,211,220
SAC SANDWICH,22,3000.0,7500.0,0.4,Consommable,C,PC (1 PC),CONSO/HYG,Economat,14673,1,1,67.24137931034483,0,2024-07,mercredi,212,22,212,221
SAC SANDWICH DAILY BREAK,22,4000.0,10000.0,0.4,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12806,4,4,80.0,1,2024-07,mardi,211,22,211,220
SAC SOUS VIDE LISSE 20*30,22,600.0,1800.0,0.333,Consommable,A,PC (1 PC),CONSO/HYG,Economat,9806,3,3,65.70048309178745,1,2024-08,samedi,215,22,215,224
SAC SOUS VIDE LISSE 30*30,22,800.0,1100.0,0.727,Consommable,A,PC,CONSO/HYG,Economat,8547,4,4,60.88709677419355,1,2024-07,mardi,211,22,211,220
SAC SOUS VIDE LISSE 40*40,22,300.0,900.0,0.333,Consommable,B,PC,CONSO/HYG,Economat,17671,1,1,67.6923076923077,0,2024-07,mardi,211,22,211,220
SACHET BRETELLE GM,22,500.0,1000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,13527,1,1,71.69811320754717,1,2024-08,samedi,215,22,215,224
SACHET BRETELLES 38X60 MF,22,25.0,225.0,0.111,Consommable,B,PC,CONSO/HYG,Economat,15656,1,1,31.37254901960784,0,2024-08,jeudi,213,22,213,222
SALADE LAITUE TUN,22,319.95,393.7,0.813,Legumes Frais,A,KG,SOLIDES,Economat,17669,10,10,77.4962742175857,1,2024-07,mardi,211,22,211,220
SANEX,22,48.0,100.0,0.48,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12046,9,9,88.75305623471883,1,2024-07,mardi,211,22,211,220
SANIT SURF,22,27.0,51.0,0.529,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13087,18,18,60.24327784891165,0,2024-07,mardi,211,22,211,220
SAUCE A L'AIL PB,22,10.0,11.0,0.909,Epicerie,A,L (1 KG),SOLIDES,Economat,16167,5,5,65.3125,1,2024-07,mardi,211,22,211,220
SAUCE AU POIVRE SAC 500GR PB,22,2.5,5.0,0.5,Epicerie,B,KG (1 SAC),SOLIDES,Economat,19020,5,5,69.14893617021278,1,2024-07,mardi,211,22,211,220
SAUCE BARBECUE PB,22,10.0,15.0,0.667,Epicerie,D,KG,SOLIDES,Economat,16252,2,2,86.66666666666667,1,2024-08,samedi,215,22,215,224
SAUCE MAYONNAISE PESTO PB,22,10.0,11.0,0.909,Epicerie,A,L (1 L),SOLIDES,Economat,16162,5,5,54.80769230769232,1,2024-07,mardi,211,22,211,220
SAUCE PESTO PB,22,5.0,5.0,1.0,Epicerie,A,KG (1 KG),SOLIDES,Economat,16163,5,5,68.0,1,2024-07,mardi,211,22,211,220
SAUCE PLAN B 5KG,22,10.0,25.0,0.4,Epicerie,B,SEAU (1000 GR),SOLIDES,Economat,17891,2,2,48.23529411764706,0,2024-07,mercredi,212,22,212,221
SAVON LIQ OXY'SOAP 1L,22,3.0,12.0,0.25,Hygiène,A,L,CONSO/HYG,Economat,15432,3,3,68.42105263157895,0,2024-07,mercredi,212,22,212,221
SEL FIN DE TABLE,22,5.0,23.0,0.217,Epicerie,B,PC (1 KG),SOLIDES,Economat,12838,5,5,82.20338983050848,1,2024-08,vendredi,214,22,214,223
SEMOULE FINE,22,25.0,145.0,0.172,Epicerie,B,KG (1 KG),SOLIDES,Economat,14568,3,3,93.91891891891892,1,2024-08,vendredi,214,22,214,223
SERPILLERE,22,77.0,122.0,0.631,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13090,11,11,93.53846153846152,1,2024-07,mardi,211,22,211,220
SERVIETTE 30*30 CIGUSTA,22,48.0,192.0,0.25,Consommable,B,PC,CONSO/HYG,Economat,13091,1,1,49.2063492063492,0,2024-07,mercredi,212,22,212,221
SERVIETTE 30*30 MF,22,4.0,74.0,0.054,Consommable,B,PQT,CONSO/HYG,Economat,15918,1,1,24.04371584699453,0,2024-07,mercredi,212,22,212,221
SERVIETTE EN PAPIER 30*30,22,558.0,786.0,0.71,Consommable,A,PC (1 PC),CONSO/HYG,Economat,13092,25,25,77.73212818405916,1,2024-07,mardi,211,22,211,220
SET DE PLATEAU DB,22,5000.0,9000.0,0.556,Consommable,B,PC,CONSO/HYG,Economat,15143,4,4,93.81443298969072,1,2024-07,mardi,211,22,211,220
SIROP DE CARAMEL 1L MONIN,22,5.0,5.0,1.0,Pâtisseries,B,PC (1000 ML),SOLIDES,Economat,16232,4,4,44.56521739130434,1,2024-07,mardi,211,22,211,220
SIROP DE VANILLE 1L MONIN,22,3.0,3.0,1.0,Pâtisseries,C,PC (700 ML),SOLIDES,Economat,16568,2,2,57.99999999999999,1,2024-08,samedi,215,22,215,224
SOUS FONDANT PERSONNALISE,22,400.0,1200.0,0.333,Consommable,B,PC (1 PC),CONSO/HYG,Economat,17414,2,2,39.490445859872615,0,2024-08,jeudi,220,23,220,229
STYLO BIC,22,50.0,175.0,0.286,Fournitures de Bureau,C,PC,FOURNITURE DE BUREAU,Economat,12847,1,1,95.52238805970148,0,2024-07,mardi,211,22,211,220
SUCRE BLANC EN SACHET GOURM,22,3000.0,4000.0,0.75,Cafe,B,PC (1 PC),LIQUIDES,Economat,12343,2,2,56.66666666666666,1,2024-07,mardi,211,22,211,220
SUCRE EN SACHET CI-GUSTA,22,30.0,120.0,0.25,Cafe,B,PC (1 PC),LIQUIDES,Economat,13098,3,3,64.7887323943662,1,2024-08,samedi,215,22,215,224
SUCRE EN SACHET DAILY BREAK,22,140.0,230.0,0.609,Cafe,A,PC (1 KG),LIQUIDES,Economat,12849,13,13,85.03401360544217,1,2024-07,mardi,211,22,211,220
SUCRE GLACE,22,1.0,27.0,0.037,Pâtisseries,D,PC,SOLIDES,Economat,12069,1,1,88.23529411764706,0,2024-08,mardi,218,22,218,227
SUCRE ROUX EN SACHET GOURM,22,3000.0,4000.0,0.75,Cafe,C,PC (1 PC),LIQUIDES,Economat,12344,2,2,66.23376623376623,1,2024-07,mardi,211,22,211,220
SUCRE VRAC KG,22,3.0,50.0,0.06,Epicerie,C,PC (1 KG),SOLIDES,Economat,13100,2,2,50.98039215686274,0,2024-08,lundi,217,22,217,226
THE NOIR MENTHE S SUCRE,22,180.0,720.0,0.25,THE,C,PC (1 PC),LIQUIDES,Economat,15146,1,1,39.47368421052632,0,2024-08,jeudi,213,22,213,222
THE SANS SUCRE 0.9g,22,180.0,1080.0,0.167,THE,B,PC,LIQUIDES,Economat,14470,1,1,35.8974358974359,1,2024-08,samedi,215,22,215,224
"THON EN BOITES,22,126.0,164.0,0.768,Conserve de Poisson,A,""BTE (2,05 KG)"",SOLIDES,Economat,12855,8,8,78.74396135265701,1,2024-08,jeudi,213,22,213,222"
TIC TAC MENTHE,22,36.0,36.0,1.0,Epicerie,D,PC (1 PC),SOLIDES,Economat,15237,2,2,64.51612903225806,1,2024-08,jeudi,213,22,213,222
TIC TAC ORANGE,22,36.0,36.0,1.0,Epicerie,D,PC (1 PC),SOLIDES,Economat,15238,2,2,51.42857142857142,1,2024-08,jeudi,213,22,213,222
TOMATE CERISES,22,16.85,24.95,0.675,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12858,7,7,63.25581395348837,1,2024-07,mercredi,212,22,212,221
TOMATE FRAICHE,22,452.3,526.85,0.858,Legumes Frais,A,KG,SOLIDES,Economat,12860,15,15,80.32407407407408,1,2024-07,mardi,211,22,211,220
TOQUE CHEF,22,6.0,6.0,1.0,Hygiène,C,PC,CONSO/HYG,Economat,14235,3,3,83.54430379746836,1,2024-07,mercredi,212,22,212,221
VIANDE HACHEE SPECIAL RESTO,22,110.305,191.07,0.577,Viandes Fraiches,A,PC (1 KG),SOLIDES,Economat,12871,8,8,66.26139817629179,1,2024-07,mardi,211,22,211,220
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,22,4.2,11.0,0.382,Viandes Fraiches,A,KG (1000 GR),SOLIDES,Economat,13118,6,6,75.53648068669528,1,2024-07,mardi,211,22,211,220
VINAIGRE 1L,22,2.0,12.0,0.167,Epicerie,D,L (1000 GR),SOLIDES,Economat,13175,2,2,71.7948717948718,1,2024-08,vendredi,214,22,214,223
AGRAFFE,23,1.0,11.0,0.091,Fournitures de Bureau,C,PC (1 PC),FOURNITURE DE BUREAU,Economat,12526,1,1,86.66666666666667,1,2024-08,vendredi,221,23,221,230
AIL,23,2.45,8.3,0.295,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12527,2,2,82.17821782178217,1,2024-08,vendredi,221,23,221,230
AIL EN POUDRE,23,2.0,2.0,1.0,Fruits & Legumes Frais,C,KG (1 KG),SOLIDES,Economat,17183,2,2,41.37931034482759,1,2024-08,vendredi,221,23,221,230
AJAX VITRE,23,32.0,32.0,1.0,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,13139,18,18,68.68451688009313,1,2024-08,samedi,222,23,222,231
AMANDE EFFILEE,23,1.0,4.0,0.25,Fruits Secs,B,PC (1 KG),SOLIDES,Economat,12878,1,1,77.64705882352942,1,2024-08,vendredi,228,23,228,237
AMANDES GRILEES SALEES 70GR,23,48.0,84.0,0.571,Fruits Secs,B,PC (1 PC),SOLIDES,Economat,12879,3,3,72.5925925925926,1,2024-08,vendredi,221,23,221,230
AMSTEL BEER BLLE 33CL,23,230.0,432.0,0.532,Alcools,B,BTL (1 BTL),LIQUIDES,Economat,13579,4,4,92.44186046511628,1,2024-08,samedi,222,23,222,231
ANANAS PCES,23,80.0,172.0,0.465,Fruits & Legumes Frais,A,PC (1 PC),SOLIDES,Economat,13616,11,11,76.66068222621185,1,2024-08,vendredi,221,23,221,230
ASEPCLOR,23,35.0,60.0,0.583,Hygiène,A,PC (1 PC),CONSO/HYG,Economat,12880,6,6,81.53846153846153,1,2024-08,vendredi,221,23,221,230
AUBERGINE LEGUME,23,15.55,17.85,0.871,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12532,5,5,71.64948453608247,1,2024-08,vendredi,221,23,221,230
BACON BOEUF FUME TRANCHES ( 300GR),23,5.4,6.9,0.783,Viandes Fraiches,A,KG (1000 GR),SOLIDES,Economat,13257,8,8,79.56656346749226,1,2024-08,vendredi,221,23,221,230
BACON DE DINDE TRANCHES (1 - 1.5 KG),23,38.5,43.0,0.895,Charcuterie,B,KG (1 KG),SOLIDES,Economat,10865,4,4,68.70748299319727,1,2024-08,vendredi,221,23,221,230
BACTYGEL 703 CF,23,3.0,4.0,0.75,Hygiène,B,BTL,CONSO/HYG,Economat,14368,3,3,64.70588235294117,0,2024-08,lundi,224,23,224,233
BALAIS SANS MANCHE,23,1.0,9.0,0.111,Hygiène,C,PC (1 PC),CONSO/HYG,Economat,12882,1,1,89.70588235294117,1,2024-08,samedi,229,23,229,238
BARQUETTE CARTON CIG,23,3000.0,3000.0,1.0,Consommable,B,PC,CONSO/HYG,Economat,12496,5,5,51.33689839572194,1,2024-08,vendredi,221,23,221,230
BASILIC BARQUETTE,23,4.4,11.05,0.398,Legumes Frais,A,KG,SOLIDES,Economat,12539,2,2,50.74183976261127,1,2024-08,samedi,222,23,222,231
BECK'S JET 24CL,23,201.0,683.0,0.294,Alcools,A,BTL (1 PC),LIQUIDES,Economat,13242,11,11,93.3933933933934,1,2024-08,vendredi,221,23,221,230
BEURRE MARGARINE  KG,23,4.5,40.5,0.111,Beurre Oeuf Fromage,C,PC (1 KG),SOLIDES,Economat,12544,1,1,96.15384615384616,1,2024-08,vendredi,228,23,228,237
BISCUIT TUC,23,120.0,120.0,1.0,Epicerie,D,PC (1 PC),SOLIDES,Economat,12548,3,3,85.0,1,2024-08,vendredi,221,23,221,230
BLOUSE NON TISSEE,23,15.0,36.0,0.417,Hygiène,C,PC (1 KG),CONSO/HYG,Economat,12883,2,2,92.7710843373494,1,2024-08,lundi,224,23,224,233
BOGA CIDRE PET 30 CL,23,36.0,182.0,0.198,Eaux et Sodas,C,PC (1 PC),LIQUIDES,Economat,18611,1,1,58.46153846153847,0,2024-08,mardi,225,23,225,234
BOGA LIME BOITE 24CL,23,1322.0,1322.0,1.0,Eaux et Sodas,A,BTE (1 PC),LIQUIDES,Economat,12552,35,35,90.8502024291498,1,2024-08,vendredi,221,23,221,230
BOGA PET 30CL,23,65.0,261.0,0.249,Eaux et Sodas,B,PQT (1 PQT),LIQUIDES,Economat,13705,3,3,78.30188679245283,1,2024-08,samedi,222,23,222,231
BOITE A CREPE,23,3022.0,3150.0,0.959,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12553,6,6,85.50724637681158,1,2024-08,vendredi,221,23,221,230
BOITE FRAPPE CAFE 1,36KG MONIN,23,3.0,6.0,0.5,Pâtisseries,C,BTE (1360 GR),SOLIDES,Economat,16228,2,2,52.17391304347826,0,2024-08,lundi,224,23,224,233
BOITE FRAPPE VANILLE 1,36KG MONIN,23,5.0,6.0,0.833,Pâtisseries,C,KG (1 KG),SOLIDES,Economat,17182,3,3,60.273972602739725,1,2024-08,dimanche,223,23,223,232
BOITE PIZZA ONDULEE 31/31,23,150.0,200.0,0.75,Consommable,C,PC,CONSO/HYG,Economat,17912,2,2,86.76470588235294,0,2024-08,lundi,224,23,224,233
BOITE PIZZA PM CIG,23,300.0,500.0,0.6,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12884,2,2,49.494949494949495,1,2024-08,lundi,224,23,224,233
BON DE TRANSFERT 50*3,23,13.0,15.0,0.867,Fournitures de Bureau,B,PC (1 PC),FOURNITURE DE BUREAU,Economat,12098,6,6,82.5136612021858,1,2024-08,samedi,222,23,222,231
BORGHELL,23,3.0,10.0,0.3,Epicerie,C,KG (1 KG),SOLIDES,Economat,12886,1,1,63.82978723404256,1,2024-08,vendredi,228,23,228,237
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,23,1500.0,1500.0,1.0,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17367,4,4,100.0,1,2024-08,mardi,225,23,225,234
BROCHETTE BAMBOO 20,23,1.0,14.0,0.071,Consommable,C,SCH (100 PC),CONSO/HYG,Economat,16121,1,1,78.48101265822784,1,2024-08,dimanche,230,24,230,239
CAKE CHOCOLAT PBC,23,88.0,88.0,1.0,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,16265,3,3,59.85401459854016,1,2024-08,samedi,222,23,222,231
CAKE CITRON PBC,23,108.0,216.0,0.5,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17773,3,3,59.0,1,2024-08,samedi,222,23,222,231
CAKE MARBRE MARGARINE,23,209.0,561.0,0.373,Pâtisseries,A,PC (1 PC),SOLIDES,Economat,18558,8,8,86.53061224489797,1,2024-08,samedi,222,23,222,231
CAKE MARBRE PBC,23,176.0,363.0,0.485,Viennoiserie,A,PC (1 PC),SOLIDES,Economat,14743,4,4,65.50218340611353,1,2024-08,lundi,224,23,224,233
CAKE NATURE MARGARINE,23,33.0,132.0,0.25,Pâtisseries,C,PC (1 PC),SOLIDES,Economat,18562,1,1,94.04761904761904,0,2024-08,lundi,224,23,224,233
CAPRE VRAC,23,4.0,9.0,0.444,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12561,2,2,48.87218045112782,1,2024-08,lundi,224,23,224,233
CAROTTE,23,20.0,67.1,0.298,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12054,4,4,77.54569190600522,1,2024-08,vendredi,221,23,221,230
CAROTTE CAKE PBC,23,176.0,330.0,0.533,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,16270,3,3,67.2514619883041,1,2024-08,vendredi,221,23,221,230
CELTIA FUT DE 50L,23,6.0,6.0,1.0,Alcools,B,PC (50 L),LIQUIDES,Economat,15470,6,6,78.16901408450704,1,2024-08,vendredi,221,23,221,230
CELTIA JET 25CL,23,244.0,591.0,0.413,Alcools,A,PC (1 PC),LIQUIDES,Economat,13243,11,11,94.76744186046513,1,2024-08,vendredi,221,23,221,230
CHAMPIGNON FRAIS BARQUETTE,23,21.0,34.5,0.609,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12567,5,5,52.290076335877856,1,2024-08,samedi,222,23,222,231
CHEWING GUM FLORIDENT  EXTRA WHITE 60G,23,6.0,24.0,0.25,Epicerie,D,PC (1 PC),SOLIDES,Economat,15620,1,1,45.83333333333333,0,2024-08,mardi,225,23,225,234
"CHOCOLAT EN POUDRE,23,44.0,86.0,0.512,Cafe,A,""PC (0,2 KG)"",LIQUIDES,Economat,12576,7,7,79.57559681697613,1,2024-08,lundi,224,23,224,233"
CHOUX ROUGE,23,8.75,9.6,0.911,Legumes Frais,A,PC (1 PC),SOLIDES,Economat,12047,4,4,63.934426229508205,1,2024-08,vendredi,221,23,221,230
CHOUX VERT,23,2.45,12.8,0.191,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12034,1,1,64.36781609195403,1,2024-08,vendredi,228,23,228,237
CITRON,23,16.75,16.75,1.0,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12040,8,8,65.84158415841584,1,2024-08,vendredi,221,23,221,230
CITRON SALLE,23,21.2,28.0,0.757,Legumes Frais,B,KG,SOLIDES,Economat,12583,2,2,64.05228758169935,1,2024-08,vendredi,221,23,221,230
COCA BOITE ZERO,23,652.0,990.0,0.659,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12585,31,31,76.10738255033557,1,2024-08,samedi,222,23,222,231
COCA COLA BOITE 24CL,23,2855.0,2855.0,1.0,Eaux et Sodas,A,PC (1 PC),LIQUIDES,Economat,12586,41,41,91.54624277456648,1,2024-08,vendredi,221,23,221,230
COCA COLA PET 30CL,23,435.0,435.0,1.0,Eaux et Sodas,B,PQT (1 PQT),LIQUIDES,Economat,13703,7,7,63.80368098159509,1,2024-08,samedi,222,23,222,231
COCA COLA ZERO 30 CL,23,48.0,148.0,0.324,Eaux et Sodas,B,PC (1 PC),LIQUIDES,Economat,12138,1,1,73.73737373737373,1,2024-08,samedi,222,23,222,231
COFFRET CHECHIA AV SEP 16/16,23,75.0,125.0,0.6,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12589,1,1,58.730158730158735,1,2024-08,samedi,222,23,222,231
COFFRET PORTRAIT AV SEP 11.5/11.5,23,75.0,175.0,0.429,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12311,1,1,63.41463414634146,1,2024-08,samedi,222,23,222,231
COFFRET PORTRAIT AV SEP 19.5/19.5,23,75.0,200.0,0.375,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12312,1,1,56.66666666666666,1,2024-08,samedi,222,23,222,231
COFFRET PORTRAIT AV SEP24.5/14.5,23,75.0,150.0,0.5,Consommable,C,PC (1 PC),CONSO/HYG,Economat,12313,1,1,57.8125,1,2024-08,samedi,222,23,222,231
COIFFE EN PAPIER,23,700.0,1100.0,0.636,Hygiène,B,PC (1 PC),CONSO/HYG,Economat,12061,4,4,95.55555555555556,1,2024-08,lundi,224,23,224,233
CONCOMBRE,23,112.1,177.692,0.631,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12131,8,8,78.89087656529516,1,2024-08,vendredi,221,23,221,230
CORNICHON FRAIS,23,2.0,12.0,0.167,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12601,1,1,72.3404255319149,1,2024-08,vendredi,228,23,228,237
COURGE,23,12.2,47.65,0.256,Legumes Frais,B,KG (1 KG),SOLIDES,Economat,12603,3,3,82.65895953757226,1,2024-08,lundi,224,23,224,233
COURGETTE,23,14.3,28.6,0.5,Legumes Frais,A,KG (1 KG),SOLIDES,Economat,12604,5,5,77.88161993769471,1,2024-08,vendredi,221,23,221,230
COUTEAU A PAIN 20CM,23,5.0,5.0,1.0,Accessoire & couvert,C,PC (1 PC),SMALL EQUIPEMENTS,Economat,13195,5,5,63.04347826086958,1,2024-08,mardi,225,23,225,234
COUTEAU NOIRE EMBALLE EJEM,23,2000.0,4000.0,0.5,Consommable,B,PC (1 PC),CONSO/HYG,Economat,12607,2,2,79.0909090909091,1,2024-08,lundi,224,23,224,233
COUVERCLE GOBLET TRSP 35 CL EJEM,23,2300.0,3000.0,0.767,Consommable,B,PC,CONSO/HYG,Economat,12608,4,4,63.48314606741573,1,2024-08,dimanche,223,23,223,232
CREME A FOUETTER 1LT HOLE,23,31.0,31.0,1.0,GLACES,C,PC (1 PC),SOLIDES,Economat,18864,6,6,87.8048780487805,1,2024-08,vendredi,221,23,221,230
CREME CHANTILLY,23,8.0,11.0,0.727,Pâtisseries,D,PC (1 PC),SOLIDES,Economat,12610,2,2,75.86206896551724,1,2024-08,lundi,224,23,224,233
CREME DE BALSAMIQUE,23,1.0,10.0,0.1,Epicerie,D,BTL (1 ML),SOLIDES,Economat,16246,1,1,86.20689655172413,0,2024-08,jeudi,227,23,227,236
"CREME DE CUISSON,23,27.0,27.0,1.0,Beurre Oeuf Fromage,B,""L (0,95 L)"",SOLIDES,Economat,17914,8,8,84.52380952380952,1,2024-08,samedi,222,23,222,231"
CREME SUPERIEUR DELICE 1L,23,6.0,34.0,0.176,Epicerie,D,PC,SOLIDES,Economat,12611,1,1,71.42857142857143,1,2024-08,samedi,229,23,229,238
CREVETTE 26/30 AVEC QUEUE  SURG.,23,3.0,4.0,0.75,Poisson Surgelé_R,C,KG,SOLIDES,Economat,15794,3,3,88.88888888888887,1,2024-08,samedi,222,23,222,231
CROISSANT AU CHOCOLAT MARGARINE,23,750.0,750.0,1.0,Viennoiserie,C,PC (1 PC),SOLIDES,Economat,18546,3,3,98.1132075471698,0,2024-08,mardi,225,23,225,234
CROISSANT AUX AMANDES  PUR BEURRE GF,23,1200.0,1200.0,1.0,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17364,3,3,100.0,1,2024-08,mardi,225,23,225,234
CROISSANT NATURE  PUR BEURRE GF,23,5400.0,5400.0,1.0,Viennoiserie,B,PC (1 PC),SOLIDES,Economat,17363,4,4,100.0,1,2024-08,lundi,224,23,224,233
CROISSANT NATURE MARGARINE,23,650.0,675.0,0.963,Pâtisseries,C,PC (1 PC),SOLIDES,Economat,18545,3,3,97.1830985915493,0,2024-08,mardi,225,23,225,234
CUILLERE A CAFE PLASTIQUE,23,26200.0,28100.0,0.932,Consommable,A,PC (1 PC),CONSO/HYG,Economat,12923,30,30,88.45750262329486,1,2024-08,vendredi,221,23,221,230
CUILLIERE NOIRE EJEM,23,2500.0,4900.0,0.51,Consommable,A,PC,CONSO/HYG,Economat,12613,5,5,91.24087591240875,1,2024-08,vendredi,221,23,221,230
CUISSE DE POULET FRAIS,23,10.7,47.85,0.224,Volaille Fraiche,C,KG (1 KG),SOLIDES,Economat,15333,1,1,72.22222222222221,0,2024-08,mercredi,226,23,226,235
