Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock,Weekend,Stock_Utilization
LOT DE CAFE TURC,1.0,PC (1 KG),Cafe,vendredi,2025-01,D,38,3.0,0,0.3333333322222222
LOT DE CAFE TURC,0.5,PC (1 KG),Cafe,mercredi,2025-01,D,40,3.0,0,0.1666666661111111
LOT DE CAFE TURC,1.0,PC (1 KG),Cafe,mercredi,2025-02,D,41,3.0,0,0.3333333322222222
LOT DE CAFE TURC,1.0,PC (1 KG),Cafe,samedi,2025-02,D,42,3.0,0,0.3333333322222222
LOT DE CAFE TURC,0.375,PC (1 KG),Cafe,samedi,2025-03,D,43,3.0,0,0.12499999958333334
MAIS EN BOITE,6.0,PC (1 KG),Conserve de légumes,mercredi,2024-01,A,1,24.0,0,0.24999999989583332
MAIS EN BOITE,5.4,KG (1 KG),Viandes Surgelées,samedi,2024-01,A,1,24.0,0,0.22499999990625
MAIS EN BOITE,5.0,PC (1 KG),Conserve de légumes,samedi,2024-01,A,1,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,PC (1 KG),Conserve de légumes,lundi,2024-01,A,1,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,PC (1 KG),Conserve de légumes,vendredi,2024-01,A,2,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,PC (1 KG),Conserve de légumes,jeudi,2024-01,A,2,24.0,0,0.20833333324652778
MAIS EN BOITE,1.0,PC (1 KG),Conserve de légumes,lundi,2024-01,A,3,24.0,0,0.04166666664930555
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-01,A,3,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,dimanche,2024-01,A,3,24.0,0,0.1666666665972222
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,mardi,2024-01,A,3,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-02,A,4,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-02,A,4,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-02,A,4,24.0,0,0.20833333324652778
MAIS EN BOITE,5.05,KG,Viandes Surgelées,mercredi,2024-02,A,4,24.0,0,0.21041666657899305
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-02,A,4,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-02,A,5,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-02,A,5,24.0,0,0.20833333324652778
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mercredi,2024-02,A,6,24.0,0,0.04166666664930555
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-02,A,6,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-02,A,6,24.0,0,0.20833333324652778
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mercredi,2024-02,A,6,24.0,0,0.04166666664930555
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,dimanche,2024-03,A,7,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-03,A,7,24.0,0,0.20833333324652778
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,mercredi,2024-03,A,7,24.0,0,0.12499999994791666
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mercredi,2024-03,A,8,24.0,0,0.04166666664930555
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-03,A,8,24.0,0,0.1666666665972222
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mercredi,2024-03,A,8,24.0,0,0.04166666664930555
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,lundi,2024-03,A,9,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-03,A,9,24.0,0,0.20833333324652778
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,jeudi,2024-03,A,9,24.0,0,0.0833333332986111
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,samedi,2024-03,A,9,24.0,0,0.0833333332986111
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,mercredi,2024-04,A,10,24.0,0,0.0833333332986111
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,jeudi,2024-04,A,10,24.0,0,0.12499999994791666
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-04,A,10,24.0,0,0.1666666665972222
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-04,A,11,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-04,A,11,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,PC (1 KG),Conserve de légumes,dimanche,2024-04,A,11,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-04,A,11,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-04,A,12,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,jeudi,2024-04,A,12,24.0,0,0.24999999989583332
MAIS EN BOITE,1.0,PC (1 KG),Conserve de légumes,dimanche,2024-04,A,12,24.0,0,0.04166666664930555
MAIS EN BOITE,4.0,PC (1 KG),Conserve de légumes,lundi,2024-04,A,12,24.0,0,0.1666666665972222
MAIS EN BOITE,1.0,PC (1 KG),Conserve de légumes,vendredi,2024-05,A,13,24.0,0,0.04166666664930555
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-05,A,13,24.0,0,0.1666666665972222
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-05,A,13,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-05,A,13,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,mercredi,2024-05,A,13,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-05,A,13,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-05,A,14,24.0,0,0.20833333324652778
MAIS EN BOITE,3.85,KG (1 KG),Viandes Surgelées,lundi,2024-05,A,14,24.0,0,0.1604166665998264
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,jeudi,2024-05,A,14,24.0,0,0.04166666664930555
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-05,A,14,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-05,A,14,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-05,A,14,24.0,0,0.20833333324652778
MAIS EN BOITE,2.7,KG,Viandes Surgelées,jeudi,2024-05,A,15,24.0,0,0.112499999953125
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-05,A,15,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-05,A,15,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,mercredi,2024-05,A,15,24.0,0,0.1666666665972222
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,jeudi,2024-05,A,16,24.0,0,0.04166666664930555
MAIS EN BOITE,6.2,KG (1 KG),Viandes Surgelées,vendredi,2024-05,A,16,24.0,0,0.25833333322569446
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,dimanche,2024-06,A,16,24.0,0,0.0833333332986111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-06,A,16,24.0,0,0.20833333324652778
MAIS EN BOITE,2.55,KG (1 KG),Viandes Surgelées,jeudi,2024-06,A,16,24.0,0,0.10624999995572916
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-06,A,16,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-06,A,17,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-06,A,17,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,dimanche,2024-06,A,17,24.0,0,0.1666666665972222
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,mercredi,2024-06,A,17,24.0,0,0.24999999989583332
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-06,A,17,24.0,0,0.1666666665972222
MAIS EN BOITE,2.7,KG (1 KG),Viandes Surgelées,jeudi,2024-06,A,18,24.0,0,0.112499999953125
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-06,A,18,24.0,0,0.20833333324652778
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mardi,2024-06,A,18,24.0,0,0.04166666664930555
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mercredi,2024-06,A,18,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mercredi,2024-06,A,18,24.0,0,0.41666666649305556
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-06,A,18,24.0,0,0.41666666649305556
MAIS EN BOITE,17.0,BTE (340 GR),Epicerie,vendredi,2024-06,A,18,24.0,0,0.7083333330381945
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-07,A,19,24.0,0,0.41666666649305556
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,vendredi,2024-07,A,19,24.0,0,0.8333333329861111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-07,A,19,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-07,A,20,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-07,A,20,24.0,0,0.20833333324652778
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,jeudi,2024-07,A,20,24.0,0,0.12499999994791666
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-07,A,20,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,mardi,2024-07,A,20,24.0,0,0.24999999989583332
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-07,A,20,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-07,A,21,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-07,A,21,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-07,A,21,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-07,A,21,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-07,A,21,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2024-07,A,21,24.0,0,0.41666666649305556
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2024-07,A,21,24.0,0,0.1666666665972222
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2024-07,A,22,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-07,A,22,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-07,A,22,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-08,A,22,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-08,A,22,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-08,A,22,24.0,0,0.20833333324652778
MAIS EN BOITE,24.0,BTE (340 GR),Epicerie,lundi,2024-08,A,22,24.0,0,0.9999999995833333
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-08,A,23,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-08,A,23,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,dimanche,2024-08,A,23,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-08,A,23,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-08,A,23,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-08,A,23,24.0,0,0.41666666649305556
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,jeudi,2024-08,A,23,24.0,0,0.49999999979166665
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,vendredi,2024-08,A,23,24.0,0,0.24999999989583332
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,samedi,2024-08,A,23,24.0,0,0.49999999979166665
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,samedi,2024-08,A,23,24.0,0,0.49999999979166665
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-08,A,24,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2024-08,A,24,24.0,0,0.41666666649305556
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,mercredi,2024-08,A,24,24.0,0,0.49999999979166665
MAIS EN BOITE,24.0,BTE (340 GR),Epicerie,vendredi,2024-08,A,24,24.0,0,0.9999999995833333
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-08,A,24,24.0,0,0.20833333324652778
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,mardi,2024-08,A,24,24.0,0,0.49999999979166665
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2024-08,A,25,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-08,A,25,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2024-09,A,25,24.0,0,0.41666666649305556
MAIS EN BOITE,4.695,KG,Viandes Surgelées,mardi,2024-09,A,25,24.0,0,0.19562499991848958
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,mercredi,2024-09,A,25,24.0,0,0.8333333329861111
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,vendredi,2024-09,A,25,24.0,0,0.0833333332986111
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,vendredi,2024-09,A,25,24.0,0,0.49999999979166665
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,dimanche,2024-09,A,26,24.0,0,0.24999999989583332
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-09,A,26,24.0,0,0.20833333324652778
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,vendredi,2024-09,A,26,24.0,0,0.1666666665972222
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,vendredi,2024-09,A,26,24.0,0,0.8333333329861111
MAIS EN BOITE,9.0,BTE (340 GR),Epicerie,samedi,2024-09,A,26,24.0,0,0.37499999984375
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,mardi,2024-09,A,27,24.0,0,0.49999999979166665
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mercredi,2024-09,A,27,24.0,0,0.20833333324652778
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,samedi,2024-09,A,27,24.0,0,0.49999999979166665
MAIS EN BOITE,1.025,KG (1 KG),Viandes Surgelées,samedi,2024-09,A,27,24.0,0,0.04270833331553819
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2024-09,A,27,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-09,A,27,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-09,A,27,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mercredi,2024-09,A,27,24.0,0,0.41666666649305556
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,vendredi,2024-09,A,28,24.0,0,0.8333333329861111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-09,A,28,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,mercredi,2024-10,A,28,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,28,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,28,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2024-10,A,29,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,29,24.0,0,0.24999999989583332
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,29,24.0,0,0.8333333329861111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-10,A,29,24.0,0,0.20833333324652778
MAIS EN BOITE,6.35,KG,Viandes Surgelées,dimanche,2024-10,A,29,24.0,0,0.26458333322309024
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-10,A,29,24.0,0,0.20833333324652778
MAIS EN BOITE,7.0,BTE (340 GR),Epicerie,lundi,2024-10,A,29,24.0,0,0.2916666665451389
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,30,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,dimanche,2024-10,A,30,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,dimanche,2024-10,A,30,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-10,A,30,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2024-10,A,30,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-10,A,30,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mercredi,2024-10,A,30,24.0,0,0.41666666649305556
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-10,A,30,24.0,0,0.41666666649305556
MAIS EN BOITE,15.0,BTE (340 GR),Epicerie,samedi,2024-10,A,30,24.0,0,0.6249999997395833
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,samedi,2024-10,A,30,24.0,0,0.24999999989583332
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-10,A,31,24.0,0,0.20833333324652778
MAIS EN BOITE,13.0,BTE (340 GR),Epicerie,mardi,2024-10,A,31,24.0,0,0.5416666664409722
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2024-11,A,31,24.0,0,0.41666666649305556
MAIS EN BOITE,24.0,BTE (340 GR),Epicerie,mardi,2024-11,A,31,24.0,0,0.9999999995833333
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2024-11,A,32,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2024-11,A,32,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,samedi,2024-11,A,32,24.0,0,0.24999999989583332
MAIS EN BOITE,12.0,BTE (340 GR),Epicerie,dimanche,2024-11,A,32,24.0,0,0.49999999979166665
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,mardi,2024-11,A,32,24.0,0,0.8333333329861111
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,vendredi,2024-11,A,32,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-11,A,33,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mardi,2024-11,A,33,24.0,0,0.20833333324652778
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,jeudi,2024-11,A,33,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-11,A,33,24.0,0,0.41666666649305556
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,samedi,2024-11,A,33,24.0,0,0.12499999994791666
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2024-11,A,34,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,mardi,2024-11,A,34,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-11,A,34,24.0,0,0.41666666649305556
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,vendredi,2024-11,A,34,24.0,0,0.12499999994791666
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,lundi,2024-12,A,34,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-12,A,34,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,vendredi,2024-12,A,35,24.0,0,0.24999999989583332
MAIS EN BOITE,1.0,KG,Viandes Surgelées,dimanche,2024-12,A,35,24.0,0,0.04166666664930555
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,lundi,2024-12,A,35,24.0,0,0.24999999989583332
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2024-12,A,35,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2024-12,A,35,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,mardi,2024-12,A,36,24.0,0,0.24999999989583332
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,mardi,2024-12,A,36,24.0,0,0.04166666664930555
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2024-12,A,36,24.0,0,0.41666666649305556
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2024-12,A,36,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,samedi,2024-12,A,36,24.0,0,0.24999999989583332
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,samedi,2024-12,A,36,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2024-12,A,36,24.0,0,0.41666666649305556
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,vendredi,2024-12,A,37,24.0,0,0.1666666665972222
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2024-12,A,37,24.0,0,0.20833333324652778
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,mardi,2024-12,A,37,24.0,0,0.0833333332986111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mercredi,2025-01,A,37,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2025-01,A,37,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,vendredi,2025-01,A,37,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2025-01,A,37,24.0,0,0.41666666649305556
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,samedi,2025-01,A,37,24.0,0,0.04166666664930555
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,dimanche,2025-01,A,38,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,dimanche,2025-01,A,38,24.0,0,0.41666666649305556
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,lundi,2025-01,A,38,24.0,0,0.12499999994791666
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,lundi,2025-01,A,38,24.0,0,0.0833333332986111
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,mercredi,2025-01,A,38,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,vendredi,2025-01,A,38,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,samedi,2025-01,A,38,24.0,0,0.41666666649305556
MAIS EN BOITE,8.0,BTE (340 GR),Epicerie,samedi,2025-01,A,38,24.0,0,0.3333333331944444
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2025-01,A,38,24.0,0,0.41666666649305556
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2025-01,A,39,24.0,0,0.1666666665972222
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,mardi,2025-01,A,39,24.0,0,0.1666666665972222
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mercredi,2025-01,A,39,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,vendredi,2025-01,A,39,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,lundi,2025-01,A,40,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,vendredi,2025-01,A,40,24.0,0,0.41666666649305556
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,dimanche,2025-02,A,40,24.0,0,0.1666666665972222
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2025-02,A,40,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,lundi,2025-02,A,40,24.0,0,0.24999999989583332
MAIS EN BOITE,2.0,BTE (340 GR),Epicerie,vendredi,2025-02,A,41,24.0,0,0.0833333332986111
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,samedi,2025-02,A,41,24.0,0,0.1666666665972222
MAIS EN BOITE,3.0,BTE (340 GR),Epicerie,samedi,2025-02,A,41,24.0,0,0.12499999994791666
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2025-02,A,41,24.0,0,0.41666666649305556
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,mardi,2025-02,A,41,24.0,0,0.41666666649305556
MAIS EN BOITE,8.0,BTE (340 GR),Epicerie,samedi,2025-02,A,42,24.0,0,0.3333333331944444
MAIS EN BOITE,1.0,BTE (340 GR),Epicerie,samedi,2025-02,A,42,24.0,0,0.04166666664930555
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,dimanche,2025-02,A,42,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,dimanche,2025-02,A,42,24.0,0,0.20833333324652778
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,jeudi,2025-02,A,42,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,samedi,2025-02,A,42,24.0,0,0.20833333324652778
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,dimanche,2025-02,A,42,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,lundi,2025-02,A,43,24.0,0,0.41666666649305556
MAIS EN BOITE,6.0,BTE (340 GR),Epicerie,samedi,2025-03,A,43,24.0,0,0.24999999989583332
MAIS EN BOITE,10.0,BTE (340 GR),Epicerie,dimanche,2025-03,A,43,24.0,0,0.41666666649305556
MAIS EN BOITE,5.0,BTE (340 GR),Epicerie,lundi,2025-03,A,43,24.0,0,0.20833333324652778
