Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock
HUILE D'OLIVE POMACE,4.75,L,Epicerie,lundi,2024-11,B,32,19.0
OIGNONS ROUGE,15.1,KG,Legumes Frais,lundi,2024-11,A,32,25.9
PERSIL,0.7,KG (1 KG),Legumes Frais,lundi,2024-11,A,32,4.0
SAC A POUBELLE GEANT BLANC,50.0,PC,Hygiène,lundi,2024-11,A,32,400.0
OEUFS,6.0,PC (30 PC),Beurre Oeuf Fromage,lundi,2024-11,A,32,10.0
GANT EN VINYL MEDUIM,200.0,PC,Hygiène,lundi,2024-11,A,32,1000.0
GANT EN VINYL  XL,100.0,SCH (1 PC),Hygiène,lundi,2024-11,A,32,1000.0
COCA COLA BOITE 24CL,64.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,240.0
FANTA BOITE 24CL,20.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,120.0
BOITE D'ARCHIVE,6.0,PC (1 PC),Fournitures de Bureau,lundi,2024-11,D,32,35.0
MAY 0.5L,120.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,1680.0
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,lundi,2024-11,A,32,13.0
AMSTEL BEER BLLE 33CL,72.0,BTL (1 BTL),Alcools,lundi,2024-11,B,32,175.0
KINDER BUENO,30.0,PC (1 PC),Epicerie,lundi,2024-11,A,32,90.0
ORANGE A JUS,60.0,KG (1 KG),Jus Fruit Lait,lundi,2024-11,A,32,121.0
AJAX VITRE,1.0,PC (1 PC),Hygiène,lundi,2024-11,A,32,10.0
CAPSULE CAFFITALY INTENSO,100.0,PC,Cafe,lundi,2024-11,C,32,480.0
CAPSULE CAFEITALY COLOMBIA,100.0,PC,Cafe,lundi,2024-11,C,32,190.0
COCA COLA BOITE ZERO 24CL,19.0,PC,Eaux et Sodas,lundi,2024-11,A,32,180.0
BOGA LIME BOITE 24CL,18.0,BTE (1 PC),Eaux et Sodas,lundi,2024-11,A,32,138.0
GOBLET PET 16OZ/450 ML TRANSPARENT,300.0,PC (1 PC),Consommable,lundi,2024-11,B,32,850.0
LIPTON ICE TEA FRAMBOISE 33 CL,7.0,PC (1 PC),THE,lundi,2024-11,A,32,72.0
MAY 0.5L,431.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,1680.0
HARISSA CONCENTRE EN BOITE,3.0,BTE (2 KG),Epicerie,lundi,2024-11,A,32,20.0
LAVETTE COTON,4.0,PC (1 PC),Hygiène,lundi,2024-11,A,32,50.0
FUT HEINEKEIN,80.0,PC (1 L),Alcools,lundi,2024-11,B,32,120.0
EAU MINÉRALE 6L,4.0,BTL (1 PC),Eaux et Sodas,lundi,2024-11,A,32,10.0
CUILLIERE NOIRE EJEM,400.0,PC (1 PC),Consommable,lundi,2024-11,A,32,1000.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,lundi,2024-11,A,32,13.0
RISTRETTO NSPRS_x0009_,200.0,PC,Cafe,lundi,2024-11,A,32,1000.0
RIST INTENSO NSPRS,250.0,PC,Cafe,lundi,2024-11,B,32,1200.0
HEINEKEN BLLE 30CL,312.0,BTL (1 BTL),Alcools,lundi,2024-11,A,32,555.0
LOT CAFE GRAIN ESPRESSO ELITE 3,2.0,PC (1 KG),Cafe,lundi,2024-11,A,32,12.0
BOGA LIME BOITE 24CL,6.0,BTE (1 PC),Eaux et Sodas,lundi,2024-11,A,32,138.0
COCA COLA BOITE ZERO 24CL,6.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,180.0
COCA COLA BOITE 24CL,30.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,240.0
FANTA BOITE 24CL,6.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,120.0
AMANDES GRILEES SALEES 70GR,12.0,PC (1 PC),Fruits Secs,lundi,2024-11,B,32,48.0
MAY 0.5L,132.0,PC (1 PC),Eaux et Sodas,lundi,2024-11,A,32,1680.0
SANIT SURF,1.0,PC (1 PC),Hygiène,lundi,2024-11,A,32,5.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,5.0
SANEX,4.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,48.0
DINOL,5.0,BIDON (1 KG),Hygiène,mardi,2024-11,A,32,35.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mardi,2024-11,A,32,13.0
CAROTTE,2.0,KG,Legumes Frais,mardi,2024-11,A,32,20.0
SERPILLERE,2.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,42.0
JEX CARRE,2.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,35.0
"FROMAGE PARMESAN PB,0.8,""KG (0,2 KG)"",Beurre Oeuf Fromage,mardi,2024-11,A,32,1.2"
PAIN SHNEK AU RAISIN MARGARINE,100.0,PC (1 KG),Pâtisseries,mardi,2024-11,C,32,250.0
CROISSANT AU CHOCOLAT MARGARINE,100.0,PC (1 PC),Viennoiserie,mardi,2024-11,C,32,300.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,750.0,PC (1 PC),Viennoiserie,mardi,2024-11,B,32,1800.0
CROISSANT NATURE  PUR BEURRE GF,900.0,PC (1 PC),Viennoiserie,mardi,2024-11,B,32,1525.0
PAIN MACDO  GRAINS SESAME,200.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,4290.0
PAIN ROND FARINE,100.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,3480.0
SAC A POUBELLE GEANT BLANC,25.0,PC,Hygiène,mardi,2024-11,A,32,400.0
CROISSANT NATURE MARGARINE,100.0,PC (1 PC),Pâtisseries,mardi,2024-11,C,32,300.0
"MARINADE POULET GRILLE,6.0,""PC (0,15 KG)"",Volaille Surgelée,mardi,2024-11,C,32,6.0"
COCA COLA BOITE 24CL,136.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,240.0
LEVURE BOULANGERE NORMALE,5.0,PC (1 PC),Boulangerie_R,mardi,2024-11,B,32,12.0
RIST INTENSO NSPRS,650.0,PC,Cafe,mardi,2024-11,B,32,1200.0
LOT CAFE GRAIN BARISTA,1.0,PC (1 KG),Cafe,mardi,2024-11,A,32,12.0
COCA COLA BOITE ZERO 24CL,48.0,PC,Eaux et Sodas,mardi,2024-11,A,32,180.0
RISTRETTO NSPRS_x0009_,600.0,PC,Cafe,mardi,2024-11,A,32,1000.0
LOT CAFE GRAIN BARISTA,2.0,PC (1 KG),Cafe,mardi,2024-11,A,32,12.0
LIPTON ICE TEA PECHE 33 CL,72.0,PC (1 PC),THE,mardi,2024-11,A,32,168.0
COCA COLA BOITE ZERO 24CL,42.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,180.0
LIPTON ICE TEA FRAMBOISE 33 CL,48.0,PC (1 PC),THE,mardi,2024-11,A,32,72.0
BOGA LIME BOITE 24CL,48.0,BTE (1 PC),Eaux et Sodas,mardi,2024-11,A,32,138.0
RIST INTENSO NSPRS,600.0,PC (1 PC),Cafe,mardi,2024-11,B,32,1200.0
COCA COLA BOITE 24CL,144.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,240.0
FANTA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,120.0
MAY 0.5L,168.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,1680.0
RISTRETTO NSPRS_x0009_,150.0,PC (1 PC),Cafe,mardi,2024-11,A,32,1000.0
MAY 0.5L,1140.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,1680.0
LIPTON ICE TEA PASTEQUE 33CL,24.0,PC (1 PC),THE,mardi,2024-11,A,32,72.0
SAUCE A L'AIL PB,2.0,KG (1 KG),Epicerie,mardi,2024-11,A,32,3.0
BOGA LIME BOITE 24CL,72.0,BTE (1 PC),Eaux et Sodas,mardi,2024-11,A,32,138.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mardi,2024-11,A,32,50.0
LIPTON ICE TEA PASTEQUE 33CL,16.0,PC (1 PC),THE,mardi,2024-11,A,32,72.0
LIPTON ICE TEA FRAMBOISE 33 CL,72.0,PC (1 PC),THE,mardi,2024-11,A,32,72.0
LIPTON ICE TEA PECHE 33 CL,34.0,PC (1 PC),THE,mardi,2024-11,A,32,168.0
CELTIA JET 25CL,6.0,PC (1 PC),Alcools,mardi,2024-11,A,32,144.0
SAUCE MAYONNAISE PESTO,2.0,L (1 L),Epicerie,mardi,2024-11,B,32,2.0
SAUCE AU POIVRE SAC 500GR PB,0.5,KG (1 SAC),Epicerie,mardi,2024-11,B,32,1.5
"SAUCE PESTO PB,1.0,""PC (0,6 KG)"",Epicerie,mardi,2024-11,A,32,2.0"
BOUTEILLE DE VINAIGRETTE 250ML,4.0,PC (250 GR),Epicerie,mardi,2024-11,A,32,6.0
EPINARD,5.1,KG (1 KG),Legumes Frais,mardi,2024-11,B,32,7.2
CREVETTE 26/30 AVEC QUEUE  SURG.,2.0,KG,Poisson Surgelé_R,mardi,2024-11,C,32,3.0
"MARINADE EMINCE DE BOEUF,2.0,""PC (0,15 KG)"",Epicerie,mardi,2024-11,C,32,2.0"
CUILLERE A CAFE PLASTIQUE,1000.0,PC,Consommable,mardi,2024-11,A,32,5000.0
MELANGE TENDER 2KG PB,2.0,KG (1 KG),Epicerie,mardi,2024-11,B,32,5.0
BECK'S JET 24CL,6.0,BTL (1 PC),Alcools,mardi,2024-11,A,32,144.0
FANTA BOITE 24CL,60.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,120.0
RAME PAPIER A4,3.0,PC (1 PC),Fournitures de Bureau,mardi,2024-11,B,32,17.0
ESCALOPE POULET FRAIS,61.35,KG (1 KG),Volaille Surgelée,mardi,2024-11,A,32,136.28
ASEPCLOR,10.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,20.0
CAKE MARBRE MARGARINE,55.0,PC (1 PC),Pâtisseries,mardi,2024-11,A,32,308.0
SEL FIN DE TABLE,5.0,PC (1 KG),Epicerie,mardi,2024-11,B,32,12.0
CAROTTE,7.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,20.0
TOMATE FRAICHE,10.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,83.0
HUILE VEGETALE,2.0,BIDON (5 L),Epicerie,mardi,2024-11,A,32,6.0
COURGE,8.6,KG (1 KG),Legumes Frais,mardi,2024-11,B,32,19.0
POMME DE TERRE,26.2,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,50.0
CURCUMIN MOULU,1.0,SCH (1 KG),Epicerie,mardi,2024-11,D,32,2.0
CONCOMBRE,7.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,34.4
MAYONAISE DEJ,1.0,SEAU (5 L),Beurre Oeuf Fromage,mardi,2024-11,C,32,5.0
AIL,1.4,KG (1 KG),Legumes Frais,mardi,2024-11,B,32,7.45
MAY 0.5L,900.0,PC (1 PC),Eaux et Sodas,mardi,2024-11,A,32,1680.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,mardi,2024-11,A,32,82.0
PIMENT FORT,11.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,20.25
SERPILLERE,1.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,42.0
POULET PAC FRAIS,17.83,KG (1 KG),Volaille Fraiche,mardi,2024-11,C,32,51.43
CAROTTE,1.1,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,20.0
PAPRIKA FORT,1.0,KG (1 KG),Epicerie,mardi,2024-11,C,32,2.0
JAMBON DE BOEUF FUME,5.75,KG (1 KG),Charcuterie,mardi,2024-11,A,32,8.1
BASILIC BARQUETTE,0.5,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,2.75
POMME DE TERRE,3.5,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,50.0
CHOUX ROUGE,0.95,PC (1 PC),Legumes Frais,mardi,2024-11,A,32,6.95
FROMAGE MEULE GOUDA KG,12.412,KG (1 KG),Beurre Oeuf Fromage,mardi,2024-11,A,32,14.945
PIMENT DOUX,7.55,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,20.0
SEL FIN DE TABLE,1.0,PC (1 KG),Epicerie,mardi,2024-11,B,32,12.0
CONCOMBRE,10.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,34.4
SALADE LAITUE TUN,46.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,77.0
FILM ETIRABLE 725GR,4.0,PC (1 GR),Consommable,mardi,2024-11,A,32,6.0
GANT EN VINYL  XL,400.0,SCH (1 PC),Hygiène,mardi,2024-11,A,32,1000.0
DINOL,5.0,BIDON (1 KG),Hygiène,mardi,2024-11,A,32,35.0
SERPILLERE,1.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,42.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,5.0
ROQUETTE SALADE BARQUETTE,0.95,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,3.0
SEMOULE FINE,10.0,KG (1 KG),Epicerie,mardi,2024-11,B,32,50.0
CHOUX VERT,1.35,KG (1 KG),Legumes Frais,mardi,2024-11,B,32,6.1
EAU MINÉRALE 6L,5.0,BTL (1 PC),Eaux et Sodas,mardi,2024-11,A,32,10.0
AJAX VITRE,1.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,10.0
GANT EN VINYL MEDUIM,200.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,1000.0
BOITE FRAPPE VANILLE 1,36KG MONIN,2.0,KG (1 KG),Pâtisseries,mardi,2024-11,C,32,4.0
BOITE D'ARCHIVE,5.0,PC (1 PC),Fournitures de Bureau,mardi,2024-11,D,32,35.0
COUVERCLE GOBLET TRSP 35 CL EJEM,200.0,PC,Consommable,mardi,2024-11,B,32,1000.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,mardi,2024-11,A,32,13.0
COUVERCLE DOM PET 450ML AVEC TROU,200.0,PC (1 PC),Consommable,mardi,2024-11,B,32,600.0
GOBLET PET 350 CC,200.0,PC,Consommable,mardi,2024-11,A,32,1300.0
PAIN CIABATTA NATURE,110.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,6110.0
SERVIETTE EN PAPIER 30*30,18.0,PC,Consommable,mardi,2024-11,A,32,72.0
AVOCAT FRUIT PIECE,4.0,PC,Fruits & Legumes Frais,mardi,2024-11,B,32,15.0
ANANAS PCES,5.0,UNIT (1 PC),Fruits & Legumes Frais,mardi,2024-11,A,32,34.0
KIWI,40.0,PC,Fruits & Legumes Frais,mardi,2024-11,A,32,109.0
NUTELLA 600GR,1.0,PC,Pâtisseries,mardi,2024-11,B,32,48.0
PAIN CIABATTA NATURE,40.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,6110.0
PAIN HAMBURGER AC,30.0,PC,Boulangerie_R,mardi,2024-11,A,32,125.0
GOBLET PET 16OZ/450 ML TRANSPARENT,200.0,PC,Consommable,mardi,2024-11,B,32,850.0
COIFFE EN PAPIER,200.0,PC,Hygiène,mardi,2024-11,B,32,800.0
BALAIS SANS MANCHE,3.0,PC,Hygiène,mardi,2024-11,C,32,6.0
SAC A POUBELLE GEANT BLANC,100.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,400.0
FORNOX,6.0,PC (1 PC),Hygiène,mardi,2024-11,B,32,13.0
MAIS EN BOITE,20.0,BTE (340 GR),Epicerie,mardi,2024-11,A,32,24.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2024-11,A,32,13.0
JEX CARRE,10.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,35.0
LAVETTE COTON,2.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,50.0
SANIT SURF,4.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,5.0
SAC A POUBELLE GEANT BLANC,25.0,PC (1 PC),Hygiène,mardi,2024-11,A,32,400.0
HUILE VEGETALE,2.0,BIDON (5 L),Epicerie,mardi,2024-11,A,32,6.0
PATE PIZZA PANCROCCHINO 32cm,20.0,PC (1 PC),Boulangerie_R,mardi,2024-11,D,32,51.0
PAIN SANDWICH CI GUSTA,64.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,201.0
BOITE PIZZA 32 cm,100.0,PC (1 PC),Consommable,mardi,2024-11,C,32,200.0
PATE PIZZA FOCACCIA D32 CM,10.0,PC (1 PC),Boulangerie_R,mardi,2024-11,C,32,50.0
PATE PIZZA FOCACCIA 12/40,40.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,150.0
OIGNONS ROUGE,10.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,25.9
CAKE MARBRE MARGARINE,55.0,PC (1 PC),Pâtisseries,mardi,2024-11,A,32,308.0
GANT EN VINYL  XL,300.0,SCH (1 PC),Hygiène,mardi,2024-11,A,32,1000.0
PATE PIZZA PANCROCCHINO 12/40,50.0,PC (1 PC),Boulangerie_R,mardi,2024-11,A,32,112.0
DINOL,10.0,BIDON (1 KG),Hygiène,mardi,2024-11,A,32,35.0
POULET PANE AMANDE PB,40.0,PC (1 PC),Volaille Surgelée,mardi,2024-11,A,32,80.0
CHAMPIGNON FRAIS,10.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,10.0
MANCHE A BALAIS,3.0,PC,Hygiène,mardi,2024-11,B,32,7.0
AUBERGINE LEGUME,3.1,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,8.0
PAILLE NOIR,2.0,PQT (250 PC),Consommable,mardi,2024-11,A,32,14.0
TOMATE FRAICHE,22.3,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,83.0
FILM ETIRABLE 725GR,1.0,PC (1 GR),Consommable,mardi,2024-11,A,32,6.0
GANT EN VINYL  XL,400.0,SCH (1 PC),Hygiène,mardi,2024-11,A,32,1000.0
PATE PIZZA FOCCACIA 30/40,10.0,PC (1 PC),Boulangerie_R,mardi,2024-11,B,32,80.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,30.0,KG (1 KG),Legumes Surgelés,mardi,2024-11,A,32,60.0
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mardi,2024-11,A,32,13.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mardi,2024-11,A,32,13.0
POIS CHICHE KG,2.0,PC (1 PC),Legumes Secs,mardi,2024-11,C,32,4.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC (1 PC),Consommable,mardi,2024-11,A,32,5000.0
PEPPERONI,0.6,KG (1 KG),Charcuterie,mardi,2024-11,A,32,2.0
OIGNONS BLANC,10.0,KG (1 KG),Legumes Frais,mardi,2024-11,A,32,33.65
SERPILLERE,3.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,42.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,72.0
ANANAS PCES,6.0,PC,Fruits & Legumes Frais,mercredi,2024-11,A,32,34.0
EAU MINÉRALE 6L,5.0,BTL (1 PC),Eaux et Sodas,mercredi,2024-11,A,32,10.0
RAISIN NOIR,3.05,KG (1 KG),Fruits & Legumes Frais,mercredi,2024-11,A,32,5.7
MAYONAISE DEJ,1.0,SEAU (5 L),Beurre Oeuf Fromage,mercredi,2024-11,C,32,5.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,mercredi,2024-11,A,32,13.0
SANIT SURF,2.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,5.0
ORANGE A JUS,20.0,KG (1 KG),Jus Fruit Lait,mercredi,2024-11,A,32,121.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC,Consommable,mercredi,2024-11,A,32,5000.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mercredi,2024-11,A,32,50.0
PAILLE NOIR,4.0,PQT (250 PC),Consommable,mercredi,2024-11,A,32,14.0
LAIT UHT DEMI ECREME,18.0,PQT (1 L),Jus Fruit Lait,mercredi,2024-11,A,32,82.0
BASILIC BARQUETTE,0.9,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,2.75
FILM ETIRABLE 725GR,2.0,PC (1 GR),Consommable,mercredi,2024-11,A,32,6.0
DINOL,5.0,BIDON (1 KG),Hygiène,mercredi,2024-11,A,32,35.0
"CHOCOLAT EN POUDRE,2.0,""PC (0,2 KG)"",Cafe,mercredi,2024-11,A,32,12.0"
SAC A POUBELLE GEANT BLANC,75.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,400.0
ANANAS PCES,10.0,PC (1 PC),Fruits & Legumes Frais,mercredi,2024-11,A,32,34.0
RACLETTE,1.0,PC,Hygiène,mercredi,2024-11,B,32,7.0
DINOL,5.0,BIDON (1 KG),Hygiène,mercredi,2024-11,A,32,35.0
FORNOX,6.0,PC (1 PC),Hygiène,mercredi,2024-11,B,32,13.0
SAC SOUS VIDE LISSE 20*30,200.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,600.0
SERPILLERE,1.0,PC,Hygiène,mercredi,2024-11,A,32,42.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2024-11,A,32,13.0
LAIT UHT DEMI ECREME,12.0,PQT (1 L),Jus Fruit Lait,mercredi,2024-11,A,32,82.0
LOT CAFE GRAIN ESPRESSO ELITE 3,5.0,PC (1 KG),Cafe,mercredi,2024-11,A,32,12.0
JEX CARRE,5.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,35.0
FROMAGE MAASDAM EN BLOC PB,5.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-11,A,32,20.0
PEPPERONI,0.3,KG (1 KG),Charcuterie,mercredi,2024-11,A,32,2.0
ANANAS PCES,4.0,UNIT (1 PC),Fruits & Legumes Frais,mercredi,2024-11,A,32,34.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,5.0
PAIN DE MIE CEREALE,26.0,PC,Boulangerie_R,mercredi,2024-11,B,32,54.0
PAIN CHAWARMA *10,1.0,PQT (10 PC),Boulangerie_R,mercredi,2024-11,A,32,30.0
PAIN DE MIE NATURE,26.0,PC,Boulangerie_R,mercredi,2024-11,B,32,52.0
FROMAGE CHEDDAR EN BLOC,5.0,KG (1 KG),Beurre Oeuf Fromage,mercredi,2024-11,A,32,20.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,mercredi,2024-11,A,32,82.0
SANIT SURF,1.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,5.0
SAC A POUBELLE GEANT BLANC,25.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,400.0
SALADE LAITUE TUN,20.1,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,77.0
CUILLERE A CAFE PLASTIQUE,2000.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,5000.0
PAILLE NOIR,4.0,PQT (250 PC),Consommable,mercredi,2024-11,A,32,14.0
GOBLET DB 19 CC,2000.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,3000.0
PAIN ROND FARINE,70.0,PC (1 PC),Boulangerie_R,mercredi,2024-11,A,32,3480.0
PUNCH CIDRE 50CL,24.0,PC,Eaux et Sodas,mercredi,2024-11,B,32,48.0
PUNCH ORANGE 50CL,24.0,PC,Eaux et Sodas,mercredi,2024-11,B,32,48.0
TOMATE CERISES,2.0,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,5.65
TOMATE FRAICHE,41.7,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,83.0
EAU MINÉRALE 6L,6.0,BTL (1 PC),Eaux et Sodas,mercredi,2024-11,A,32,10.0
"THON HV EN BOITES,4.0,""BTE (2,05 KG)"",Conserve de Poisson,mercredi,2024-11,D,32,50.0"
HUILE VEGETALE,2.0,BIDON (5 L),Epicerie,mercredi,2024-11,A,32,6.0
PAIN MACDO  GRAINS SESAME,150.0,PC (1 PC),Boulangerie_R,mercredi,2024-11,A,32,4290.0
EAU MINÉRALE 6L,6.0,BTL (1 PC),Eaux et Sodas,mercredi,2024-11,A,32,10.0
"TOMATE CONCENTREE EN BOITE,12.0,""BTE (0,8 KG)"",Epicerie,mercredi,2024-11,B,32,12.0"
BEURRE MARGARINE  KG,4.5,PC (1 KG),Beurre Oeuf Fromage,mercredi,2024-11,C,32,9.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,0.9,KG (1000 GR),Viandes Fraiches,mercredi,2024-11,A,32,5.0
MIX A CREPE FRANCAISE,30.0,SAC (1 SAC),Pâtisseries,mercredi,2024-11,B,32,50.0
PAIN CHAWARMA *10,8.0,PQT (10 PC),Boulangerie_R,mercredi,2024-11,A,32,30.0
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,mercredi,2024-11,A,32,13.0
PAIN HAMBURGER AC,40.0,PC,Boulangerie_R,mercredi,2024-11,A,32,125.0
OIGNONS ROUGE,5.1,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,25.9
SANIT SURF,2.0,PC (1 PC),Hygiène,mercredi,2024-11,A,32,5.0
"HARISSA ARBI,3.0,""BTE (0,45 KG)"",Epicerie,mercredi,2024-11,A,32,10.0"
GOBLET DB 25 CC,2000.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,3000.0
AUBERGINE LEGUME,2.45,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,8.0
TOMATE FRAICHE,5.0,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,83.0
AIL,2.05,KG (1 KG),Legumes Frais,mercredi,2024-11,B,32,7.45
CONFITURE DE FRAISES 380G,2.0,PC,Conserve de légumes,mercredi,2024-11,D,32,3.0
OIGNONS ROUGE,10.0,KG (1 KG),Legumes Frais,mercredi,2024-11,A,32,25.9
BACON BOEUF FUME TRANCHES ( 300GR),0.9,KG (1000 GR),Viandes Fraiches,mercredi,2024-11,A,32,3.0
COCA ZERO PET 30 CL,24.0,PC (1 PC),Eaux et Sodas,mercredi,2024-11,D,32,96.0
GOBLET DB 19 CC,1000.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,3000.0
SERVIETTE EN PAPIER 30*30,36.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,72.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,72.0
BOGA LIME PET 30 CL,24.0,PC,Eaux et Sodas,mercredi,2024-11,C,32,120.0
GOBLET DB 25 CC,1000.0,PC (1 PC),Consommable,mercredi,2024-11,A,32,3000.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mercredi,2024-11,A,32,50.0
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,mercredi,2024-11,A,32,13.0
SUCRE EN SACHET DAILY BREAK,10.0,PC (1 KG),Cafe,mercredi,2024-11,A,32,50.0
MIRA 1L,60.0,PC (1 PC),Eaux et Sodas,mercredi,2024-11,A,32,480.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC,Consommable,mercredi,2024-11,A,32,5000.0
FANTA PET 30,24.0,PC (1 PC),Eaux et Sodas,mercredi,2024-11,C,32,120.0
COCA COLA BOITE ZERO 24CL,11.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,180.0
LOT CAFE GRAIN ESPRESSO ELITE 3,4.0,PC (1 KG),Cafe,jeudi,2024-11,A,32,12.0
LIPTON ICE TEA FRAMBOISE 33 CL,2.0,PC (1 PC),THE,jeudi,2024-11,A,32,72.0
LIPTON ICE TEA PECHE 33 CL,5.0,PC (1 PC),THE,jeudi,2024-11,A,32,168.0
