Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Inventory_Cycle,Max_Stock
ESSUIT TOUT JUMBO,3.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
RIST INTENSO NSPRS,300.0,PC,Cafe,jeudi,2024-11,B,32,1200.0
MAY 0.5L,222.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,jeudi,2024-11,A,32,72.0
LOT CAFE GRAIN ESPRESSO ELITE 3,5.0,PC (1 KG),Cafe,jeudi,2024-11,A,32,12.0
MAY 0.5L,372.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
BOGA LIME BOITE 24CL,6.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,138.0
COCA COLA BOITE ZERO 24CL,6.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,180.0
COCA COLA BOITE 24CL,18.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,240.0
COCA COLA BOITE 24CL,29.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,240.0
MAY 0.5L,155.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
EAU MINÉRALE 6L,2.0,BTL (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,10.0
AMSTEL BEER BLLE 33CL,48.0,BTL (1 BTL),Alcools,jeudi,2024-11,B,32,175.0
FANTA BOITE 24CL,15.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,120.0
LIPTON ICE TEA FRAMBOISE 33 CL,2.0,PC (1 PC),THE,jeudi,2024-11,A,32,72.0
BOITE PIZZA ONDULEE 31/31,50.0,PC,Consommable,jeudi,2024-11,C,32,100.0
SAUCE A L'AIL PB,2.0,KG (1 KG),Epicerie,jeudi,2024-11,A,32,3.0
"MARINADE POULET GRILLE,6.0,""PC (0,15 KG)"",Volaille Surgelée,jeudi,2024-11,C,32,6.0"
JUS STILL 20 CL,24.0,PC,Jus Fruit Lait,jeudi,2024-11,A,32,192.0
FANTA BOITE 24CL,17.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,120.0
COCA COLA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,240.0
CAPSULE CAFEITALY COLOMBIA,90.0,PC (1 PC),Cafe,jeudi,2024-11,C,32,190.0
COCA COLA BOITE ZERO 24CL,15.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,180.0
MAY 0.5L,113.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
HEINEKEN BLLE 30CL,48.0,BTL (1 BTL),Alcools,jeudi,2024-11,A,32,555.0
BOGA LIME BOITE 24CL,6.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,138.0
FANTA BOITE 24CL,12.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,120.0
COCA COLA BOITE 24CL,47.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,240.0
BOGA LIME BOITE 24CL,22.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,138.0
RIST INTENSO NSPRS,300.0,PC (1 PC),Cafe,jeudi,2024-11,B,32,1200.0
RED BULL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,96.0
FANTA BOITE 24CL,6.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,120.0
BOGA LIME BOITE 24CL,5.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,138.0
EAU MINÉRALE 6L,4.0,BTL (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,10.0
RAISIN NOIR,3.0,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-11,A,32,5.7
AVOCAT FRUIT PIECE,5.0,PC,Fruits & Legumes Frais,jeudi,2024-11,B,32,15.0
POMME (FRUIT),0.45,KG,Fruits & Legumes Frais,jeudi,2024-11,A,32,6.6
ORANGE A JUS,20.0,KG (1 KG),Jus Fruit Lait,jeudi,2024-11,A,32,121.0
ROULEAU TPE,10.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-11,A,32,60.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,jeudi,2024-11,A,32,121.0
ROULEAU CAISSE 80*80,15.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-11,A,32,60.0
KIWI,40.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-11,A,32,109.0
SAC A POUBELLE GEANT BLANC,50.0,PC,Hygiène,jeudi,2024-11,A,32,400.0
SAUCE AU POIVRE SAC 500GR PB,0.5,KG (1 SAC),Epicerie,jeudi,2024-11,B,32,1.5
SAUCE MAYONNAISE PESTO,2.0,L (1 L),Epicerie,jeudi,2024-11,B,32,2.0
BOUTEILLE DE VINAIGRETTE 250ML,2.0,PC (250 GR),Epicerie,jeudi,2024-11,A,32,6.0
MELANGE TENDER 2KG PB,2.0,KG (1 KG),Epicerie,jeudi,2024-11,B,32,5.0
DATTE EN VRAC,2.0,KG,Fruits & Legumes Frais,jeudi,2024-11,B,32,4.0
AVOCAT FRUIT PIECE,2.0,PC,Fruits & Legumes Frais,jeudi,2024-11,B,32,15.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,15.0,PC (1 PC),Epicerie,jeudi,2024-11,A,32,75.0
COCA COLA BOITE ZERO 24CL,20.0,PC,Eaux et Sodas,jeudi,2024-11,A,32,180.0
COIFFE EN PAPIER,200.0,PC (1 PC),Hygiène,jeudi,2024-11,B,32,800.0
CUILLERE A CAFE PLASTIQUE,300.0,PC (1 PC),Consommable,jeudi,2024-11,A,32,5000.0
SANEX,4.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,48.0
NOISETTE GRILLEE CONCASSEE,1.0,PC (1 KG),Fruits Secs,jeudi,2024-11,D,32,2.0
PAIN CHAWARMA *10,11.0,PQT (10 PC),Boulangerie_R,jeudi,2024-11,A,32,30.0
PISTACHE CONCASSEE,1.0,PC (1000 GR),Fruits Secs,jeudi,2024-11,C,32,1.0
PAIN CIABATTA NATURE,100.0,PC (1 PC),Boulangerie_R,jeudi,2024-11,A,32,6110.0
CAKE NATURE MARGARINE,22.0,PC (1 PC),Pâtisseries,jeudi,2024-11,C,32,110.0
EAU MINÉRALE 6L,3.0,BTL (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,10.0
PAILLE NOIR,2.0,PQT (250 PC),Consommable,jeudi,2024-11,A,32,14.0
EAU MINÉRALE 6L,2.0,BTL (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,10.0
AVOCAT FRUIT PIECE,4.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-11,B,32,15.0
SANIT SURF,2.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,5.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,jeudi,2024-11,A,32,121.0
RAISIN NOIR,1.5,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-11,A,32,5.7
LIPTON ICE TEA PECHE 33 CL,13.0,PC (1 PC),THE,jeudi,2024-11,A,32,168.0
POMME DE TERRE,40.0,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,50.0
CAKE MARBRE MARGARINE,33.0,PC (1 PC),Pâtisseries,jeudi,2024-11,A,32,308.0
RED BULL,10.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,96.0
SOUS TARTE BLANCHE 12*12*2,400.0,PC,Consommable,jeudi,2024-11,B,32,2400.0
RED BULL,11.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,96.0
FANTA PET 30,27.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,C,32,120.0
"SAUCE PESTO PB,1.0,""PC (0,6 KG)"",Epicerie,jeudi,2024-11,A,32,2.0"
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,0.6,KG (1000 GR),Viandes Fraiches,jeudi,2024-11,A,32,5.0
ORANGE A JUS,20.1,KG (1 KG),Jus Fruit Lait,jeudi,2024-11,A,32,121.0
NUTELLA 600GR,18.0,PC (1 PC),Pâtisseries,jeudi,2024-11,B,32,48.0
TOMATE FRAICHE,20.0,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,83.0
SALADE LAITUE TUN,20.6,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,77.0
BOGA LIME PET 30 CL,60.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,C,32,120.0
PIMENT DOUX,5.0,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,20.0
CONCOMBRE,10.0,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,34.4
ESSUIT TOUT JUMBO,6.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
FOURCHETTE NOIRE EMBALEE EJEM,1000.0,PC (1 PC),Consommable,jeudi,2024-11,A,32,2000.0
FILM ETIRABLE 725GR,5.0,PC (1 GR),Consommable,jeudi,2024-11,A,32,6.0
DINOL,5.0,BIDON (1 KG),Hygiène,jeudi,2024-11,A,32,35.0
DATTE EN VRAC,2.0,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-11,B,32,4.0
PERSIL,2.25,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,4.0
FROMAGE MOZZARELLA  KG,20.0,KG (1 KG),Beurre Oeuf Fromage,jeudi,2024-11,A,32,70.0
COCA ZERO PET 30 CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,D,32,96.0
ESCALOPE POULET FRAIS,61.4,KG (1 KG),Volaille Surgelée,jeudi,2024-11,A,32,136.28
KIWI,20.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-11,A,32,109.0
GANT EN VINYL MEDUIM,300.0,PC,Hygiène,jeudi,2024-11,A,32,1000.0
RAISIN NOIR,2.6,KG (1 KG),Fruits & Legumes Frais,jeudi,2024-11,A,32,5.7
ESSUIT TOUT JUMBO,12.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
ORANGE A JUS,55.0,KG,Jus Fruit Lait,jeudi,2024-11,A,32,121.0
RISTRETTO NSPRS_x0009_,250.0,PC (1 PC),Cafe,jeudi,2024-11,A,32,1000.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
LEVURE CHIMIQUE,2.0,PC (1 PC),Pâtisseries,jeudi,2024-11,D,32,3.0
FARINE EN PAQUET,30.0,PC (1 KG),Epicerie,jeudi,2024-11,A,32,50.0
SANIT SURF,2.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,5.0
"CHOCOLAT EN POUDRE,3.0,""PC (0,2 KG)"",Cafe,jeudi,2024-11,A,32,12.0"
ANANAS PCES,6.0,PC (1 PC),Fruits & Legumes Frais,jeudi,2024-11,A,32,34.0
GANT EN VINYL MEDUIM,200.0,PC,Hygiène,jeudi,2024-11,A,32,1000.0
MAY 0.5L,96.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
FILM ETIRABLE 725GR,1.0,PC (1 GR),Consommable,jeudi,2024-11,A,32,6.0
OEUFS,4.0,PC (30 PC),Beurre Oeuf Fromage,jeudi,2024-11,A,32,10.0
PIMENT FORT,11.149,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,20.25
LAIT UHT DEMI ECREME,56.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-11,A,32,82.0
SAC SANDWICH,2500.0,PC,Consommable,jeudi,2024-11,C,32,6000.0
COURGE,11.41,KG (1 KG),Legumes Frais,jeudi,2024-11,B,32,19.0
BECK'S JET 24CL,36.0,BTL (1 PC),Alcools,jeudi,2024-11,A,32,144.0
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,120.0
COCA COLA BOITE 24CL,48.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,240.0
COCA COLA BOITE ZERO 24CL,12.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,180.0
BOGA LIME BOITE 24CL,12.0,BTE (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,138.0
MAY 0.5L,384.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,1680.0
PAIN CHAWARMA *10,4.0,PQT (10 PC),Boulangerie_R,jeudi,2024-11,A,32,30.0
CELTIA FUT DE 50L,1.0,PC (50 L),Alcools,jeudi,2024-11,B,32,2.0
RED BULL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,96.0
CONCOMBRE,14.4,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,34.4
CELTIA JET 25CL,12.0,PC (1 PC),Alcools,jeudi,2024-11,A,32,144.0
PUNCH CIDRE 50CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,B,32,48.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,jeudi,2024-11,A,32,13.0
KINDER BUENO,30.0,PC (1 PC),Epicerie,jeudi,2024-11,A,32,90.0
CHOUX VERT,2.8,KG (1 KG),Legumes Frais,jeudi,2024-11,B,32,6.1
LOT CAFE GRAIN ESPRESSO ELITE 3,7.0,PC (1 KG),Cafe,jeudi,2024-11,A,32,12.0
MIX A CREPE FRANCAISE,10.0,SAC (1 SAC),Pâtisseries,jeudi,2024-11,B,32,50.0
PUNCH ORANGE 50CL,24.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,B,32,48.0
OIGNONS BLANC,5.0,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,33.65
POIS CHICHE KG,2.0,PC (1 PC),Legumes Secs,jeudi,2024-11,C,32,4.0
CHOUX ROUGE,3.7,PC (1 PC),Legumes Frais,jeudi,2024-11,A,32,6.95
ESCALOPE POULET PANE CONGELE,22.7,KG (1 KG),Volaille Surgelée,jeudi,2024-11,A,32,40.06
FROMAGE LAND OR,3.6,PC (1 KG),Beurre Oeuf Fromage,jeudi,2024-11,A,32,10.8
OEUFS,7.0,PC (30 PC),Beurre Oeuf Fromage,jeudi,2024-11,A,32,10.0
ROULEAU CAISSE 80*80,15.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-11,A,32,60.0
CUILLERE A CAFE PLASTIQUE,1000.0,PC (1 PC),Consommable,jeudi,2024-11,A,32,5000.0
SERPILLERE,3.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,42.0
SANIT SURF,1.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,5.0
GOBLET DB 25 CC,1000.0,PC,Consommable,jeudi,2024-11,A,32,3000.0
TOMATE FRAICHE,14.9,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,83.0
DINOL,5.0,BIDON (1 KG),Hygiène,jeudi,2024-11,A,32,35.0
SANIT SURF,2.0,PC (1 PC),Hygiène,jeudi,2024-11,A,32,5.0
MIRA 1L,243.0,PC (1 PC),Eaux et Sodas,jeudi,2024-11,A,32,480.0
POMME DE TERRE,24.2,KG (1 KG),Legumes Frais,jeudi,2024-11,A,32,50.0
GOBLET DB 19 CC,1000.0,PC,Consommable,jeudi,2024-11,A,32,3000.0
LAIT UHT DEMI ECREME,18.0,PQT (1 L),Jus Fruit Lait,jeudi,2024-11,A,32,82.0
BOITE A CREPE,500.0,PC (1 PC),Consommable,jeudi,2024-11,B,32,1500.0
LIPTON ICE TEA PECHE 33 CL,24.0,PC (1 PC),THE,vendredi,2024-11,A,32,168.0
PAIN CIABATTA NATURE,100.0,PC (1 PC),Boulangerie_R,vendredi,2024-11,A,32,6110.0
ROQUETTE SALADE BARQUETTE,0.65,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,3.0
AUBERGINE LEGUME,2.0,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,8.0
OEUFS,4.0,PC (30 PC),Beurre Oeuf Fromage,vendredi,2024-11,A,32,10.0
SAC SOUS VIDE LISSE 40*40,200.0,PC (1 PC),Consommable,vendredi,2024-11,B,32,800.0
OIGNONS ROUGE,8.95,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,25.9
SAC SOUS VIDE LISSE 15*20,200.0,PC (1 PC),Consommable,vendredi,2024-11,D,32,1900.0
SEL FIN DE TABLE,1.0,PC (1 KG),Epicerie,vendredi,2024-11,B,32,12.0
CAROTTE,1.55,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,20.0
JEX CARRE,2.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,35.0
OIGNONS BLANC,8.6,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,33.65
BEURRE MARGARINE  KG,4.5,PC (1 KG),Beurre Oeuf Fromage,vendredi,2024-11,C,32,9.0
LAVETTE COTON,2.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,50.0
AVOCAT FRUIT PIECE,3.0,PC (1 PC),Fruits & Legumes Frais,vendredi,2024-11,B,32,15.0
GANT EN VINYL  XL,400.0,SCH (1 PC),Hygiène,vendredi,2024-11,A,32,1000.0
SAC SOUS VIDE LISSE 20*30,200.0,PC (1 PC),Consommable,vendredi,2024-11,A,32,600.0
BARQUETTE 5L,10.0,PC (1 PC),Consommable,vendredi,2024-11,C,32,21.0
POIVRE NOIR MOULU,1.0,PC (1 KG),Epicerie,vendredi,2024-11,B,32,1.0
SALADE LAITUE TUN,30.55,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,77.0
FILM ETIRABLE 725GR,2.0,PC (1 GR),Consommable,vendredi,2024-11,A,32,6.0
FARINE EN PAQUET,30.0,PC (1 KG),Epicerie,vendredi,2024-11,A,32,50.0
LAIT UHT DEMI ECREME,18.0,PQT (1 L),Jus Fruit Lait,vendredi,2024-11,A,32,82.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2024-11,A,32,13.0
ANANAS PCES,5.0,PC (1 PC),Fruits & Legumes Frais,vendredi,2024-11,A,32,34.0
LEVURE BOULANGERE NORMALE,5.0,PC (1 PC),Boulangerie_R,vendredi,2024-11,B,32,12.0
EAU MINÉRALE 6L,3.0,BTL (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,10.0
SEMOULE FINE,10.0,KG (1 KG),Epicerie,vendredi,2024-11,B,32,50.0
TOMATE FRAICHE,40.0,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,83.0
MAYONAISE DEJ,1.0,SEAU (5 L),Beurre Oeuf Fromage,vendredi,2024-11,C,32,5.0
ESSUIT TOUT JUMBO,4.0,PC (1 KG),Hygiène,vendredi,2024-11,A,32,13.0
POMME DE TERRE,6.2,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,50.0
MOZARELLA BOCCONCINI,5.0,PC (200 GR),Beurre Oeuf Fromage,vendredi,2024-11,D,32,19.0
CELTIA JET 25CL,15.0,PC (1 PC),Alcools,vendredi,2024-11,A,32,144.0
LOT CAFE GRAIN BARISTA,2.0,PC (1 KG),Cafe,vendredi,2024-11,A,32,12.0
COURGETTE,2.7,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,7.95
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,1.2,KG (1000 GR),Viandes Fraiches,vendredi,2024-11,A,32,5.0
ORANGE A JUS,20.0,KG (1 KG),Jus Fruit Lait,vendredi,2024-11,A,32,121.0
HUILE VEGETALE,4.0,BIDON (5 L),Epicerie,vendredi,2024-11,A,32,6.0
PAIN HAMBURGER AC,10.0,PC,Boulangerie_R,vendredi,2024-11,A,32,125.0
SAC A POUBELLE GEANT BLANC,50.0,PC,Hygiène,vendredi,2024-11,A,32,400.0
LAIT UHT DEMI ECREME,30.0,PQT (1 L),Jus Fruit Lait,vendredi,2024-11,A,32,82.0
DINOL,5.0,BIDON (1 KG),Hygiène,vendredi,2024-11,A,32,35.0
LIPTON ICE TEA PASTEQUE 33CL,5.0,PC (1 PC),THE,vendredi,2024-11,A,32,72.0
ORANGE A JUS,40.6,KG (1 KG),Jus Fruit Lait,vendredi,2024-11,A,32,121.0
BECK'S JET 24CL,21.0,BTL (1 PC),Alcools,vendredi,2024-11,A,32,144.0
RED BULL,10.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,96.0
LIPTON ICE TEA PECHE 33 CL,13.0,PC (1 PC),THE,vendredi,2024-11,A,32,168.0
LIPTON ICE TEA FRAMBOISE 33 CL,8.0,PC (1 PC),THE,vendredi,2024-11,A,32,72.0
MAY 0.5L,600.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,1680.0
PAIN CIABATTA NATURE,100.0,PC (1 PC),Boulangerie_R,vendredi,2024-11,A,32,6110.0
BOGA LIME BOITE 24CL,24.0,BTE (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,138.0
COCA COLA BOITE ZERO 24CL,36.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,180.0
COCA COLA BOITE 24CL,66.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,240.0
FANTA BOITE 24CL,24.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,120.0
ALKASURF DDA 5KG,5.0,PC (1 PC),Hygiène,vendredi,2024-11,D,32,15.0
RISTRETTO NSPRS_x0009_,300.0,PC,Cafe,vendredi,2024-11,A,32,1000.0
ASEPCLOR,10.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,20.0
RIST INTENSO NSPRS,300.0,PC (1 PC),Cafe,vendredi,2024-11,B,32,1200.0
CHAMPIGNON FRAIS,6.0,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,10.0
CONCOMBRE,5.9,KG (1 KG),Legumes Frais,vendredi,2024-11,A,32,34.4
COCA COLA BOITE 24CL,144.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,240.0
CAROTTE CAKE PBC,66.0,PC (1 PC),Viennoiserie,vendredi,2024-11,B,32,220.0
LIPTON ICE TEA PASTEQUE 33CL,24.0,PC (1 PC),THE,vendredi,2024-11,A,32,72.0
KETCHUP,5.0,L (1 L),Epicerie,vendredi,2024-11,C,32,10.0
MIEL MILLE FLEURS,3.0,KG,Epicerie,vendredi,2024-11,D,32,5.0
"CHOCOLAT EN POUDRE,5.0,""PC (0,2 KG)"",Cafe,vendredi,2024-11,A,32,12.0"
MAY 0.5L,960.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,1680.0
TIC TAC SPEARMINT,12.0,PC,Epicerie,vendredi,2024-11,D,32,24.0
"THON HV EN BOITES,24.0,""BTE (2,05 KG)"",Conserve de Poisson,vendredi,2024-11,D,32,50.0"
CREME SUPERIEUR,6.0,PQT (1 L),Epicerie,vendredi,2024-11,D,32,18.0
TIC TAC STRAWBERRY MIX,12.0,PC (1 PC),Epicerie,vendredi,2024-11,D,32,24.0
DADDY'S CHIPS CLASSIC SEL DE MER 70G,15.0,PC (1 PC),Epicerie,vendredi,2024-11,A,32,75.0
MIX A CREPE FRANCAISE,20.0,SAC (1 SAC),Pâtisseries,vendredi,2024-11,B,32,50.0
MENTOS ROLLS FRUIT FLAVOUR,40.0,PC,Epicerie,vendredi,2024-11,D,32,40.0
CITRON SALLE,3.0,KG,Legumes Frais,vendredi,2024-11,B,32,14.2
CAKE MARBRE PBC,33.0,PC (1 PC),Viennoiserie,vendredi,2024-11,A,32,220.0
MAYONAISE DEJ,2.0,SEAU (5 L),Beurre Oeuf Fromage,vendredi,2024-11,C,32,5.0
OLIVE DENOYETE,3.0,KG,Epicerie,vendredi,2024-11,B,32,10.035
PAIN HAMBURGER AC,30.0,PC,Boulangerie_R,vendredi,2024-11,A,32,125.0
DADDY'S CHIPS SPICY PAPRIKA 70G,30.0,PC (1 PC),Epicerie,vendredi,2024-11,A,32,60.0
PAIN CHAWARMA *10,10.0,PQT (10 PC),Boulangerie_R,vendredi,2024-11,A,32,30.0
EAU MINÉRALE 6L,4.0,BTL (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,10.0
VIANDE SECHE FUME (BRESAOLA) TRANCHES 300GR,0.9,KG (1000 GR),Viandes Fraiches,vendredi,2024-11,A,32,5.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,vendredi,2024-11,D,32,40.0
LAIT UHT DEMI ECREME,42.0,PQT (1 L),Jus Fruit Lait,vendredi,2024-11,A,32,82.0
BISCUIT TUC,24.0,PC (1 PC),Epicerie,vendredi,2024-11,D,32,48.0
NUTELLA 600GR,12.0,PC (1 PC),Pâtisseries,vendredi,2024-11,B,32,48.0
KINDER BUENO,60.0,PC (1 PC),Epicerie,vendredi,2024-11,A,32,90.0
AMANDE EFFILEE,1.0,PC (1 KG),Fruits Secs,vendredi,2024-11,B,32,2.0
MOELLEUX CHOCOLAT,36.0,PC (1 PC),Viennoiserie,vendredi,2024-11,C,32,72.0
LAIT UHT DEMI ECREME,36.0,PQT (1 L),Jus Fruit Lait,vendredi,2024-11,A,32,82.0
CAKE CHOCOLAT PBC,24.0,PC (1 PC),Viennoiserie,vendredi,2024-11,B,32,48.0
ORANGE A JUS,35.8,KG (1 KG),Jus Fruit Lait,vendredi,2024-11,A,32,121.0
PAIN MACDO  GRAINS SESAME,100.0,PC (1 PC),Boulangerie_R,vendredi,2024-11,A,32,4290.0
HUILE VEGETALE,1.0,BIDON (5 L),Epicerie,vendredi,2024-11,A,32,6.0
COCA COLA BOITE ZERO 24CL,72.0,PC (1 PC),Eaux et Sodas,vendredi,2024-11,A,32,180.0
HARISSA CONCENTRE EN BOITE,2.0,BTE (2 KG),Epicerie,vendredi,2024-11,A,32,20.0
ESSUIT TOUT JUMBO,2.0,PC (1 KG),Hygiène,vendredi,2024-11,A,32,13.0
POULET PANE AMANDE PB,40.0,PC (1 PC),Volaille Surgelée,vendredi,2024-11,A,32,80.0
BASILIC BARQUETTE,1.1,KG,Legumes Frais,vendredi,2024-11,A,32,2.75
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,vendredi,2024-11,A,32,72.0
LOT DE CAFE TURC,0.625,PC (1 KG),Cafe,vendredi,2024-11,D,32,3.0
CAKE MARBRE MARGARINE,33.0,PC (1 PC),Pâtisseries,vendredi,2024-11,A,32,308.0
AJAX VITRE,1.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,10.0
CAKE NATURE MARGARINE,22.0,PC,Pâtisseries,vendredi,2024-11,C,32,110.0
SANIT SURF,1.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,5.0
GANT EN VINYL  XL,300.0,SCH (1 PC),Hygiène,vendredi,2024-11,A,32,1000.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,40.0,KG (1 KG),Legumes Surgelés,vendredi,2024-11,A,32,60.0
HUILE VEGETALE,4.0,BIDON (5 L),Epicerie,vendredi,2024-11,A,32,6.0
SERVIETTE EN PAPIER 30*30,18.0,PC (1 PC),Consommable,vendredi,2024-11,A,32,72.0
MAYONAISE DEJ,2.0,SEAU (5 L),Beurre Oeuf Fromage,vendredi,2024-11,C,32,5.0
ORANGE A JUS,40.0,KG (1 KG),Jus Fruit Lait,vendredi,2024-11,A,32,121.0
MENTHE FRAICHE,1.0,PC,Legumes Frais,vendredi,2024-11,B,32,11.0
CAKE MARBRE MARGARINE,33.0,PC (1 PC),Pâtisseries,vendredi,2024-11,A,32,308.0
ESSUIT TOUT JUMBO,1.0,PC (1 KG),Hygiène,vendredi,2024-11,A,32,13.0
MAIS EN BOITE,4.0,BTE (340 GR),Epicerie,vendredi,2024-11,A,32,24.0
SAC A POUBELLE GEANT BLANC,50.0,PC (1 PC),Hygiène,vendredi,2024-11,A,32,400.0
