Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
CROISSANT AU CHOCOLAT MARGARINE,125.0,PC (1 PC),Pâtisseries,mardi,2024-07,C,22,750.0
CROISSANT AUX AMANDES  PUR BEURRE GF,250.0,PC (1 PC),Viennoiserie,mardi,2024-07,B,22,1200.0
CROISSANT NATURE  PUR BEURRE GF,1200.0,PC (1 PC),Viennoiserie,mardi,2024-07,B,22,5400.0
CUILLERE A CAFE PLASTIQUE,19800.0,PC,Consommable,mardi,2024-07,A,22,28100.0
CUISSE DE POULET FRAIS,23.2,KG (1 KG),Volaille Fraiche,mardi,2024-07,C,22,47.85
DADDY'S CHIPS CLASSIC SEL DE MER 70G,135.0,PC (1 PC),Epicerie,mardi,2024-07,A,22,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,90.0,PC (1 PC),Epicerie,vendredi,2024-08,B,22,165.0
DADDY'S CHIPS SPICY PAPRIKA 70G,60.0,PC (1 PC),Epicerie,lundi,2024-08,A,22,165.0
DINOL,100.0,BIDON (1 KG),Hygiène,mardi,2024-07,A,22,135.0
DOSETTE KETCHUP PB,2000.0,PC (1000 PC),Epicerie,mardi,2024-07,C,22,4000.0
DOSETTE MAYO PB,1000.0,PC (1 PC),Epicerie,lundi,2024-08,C,22,4000.0
EAU MINERALE 1.5L,4255.0,PC (1 PC),Eaux et Sodas,mardi,2024-07,A,22,4556.0
EMBALLAGE CREPE CIG,500.0,PC,Consommable,mercredi,2024-07,B,22,2000.0
EMBALLAGE EN CARTON 30*12*6,100.0,PC (1 PC),Consommable,samedi,2024-08,D,22,300.0
EMINCE DE BOEUF PORT. SURGELE,52.29,KG (1000 GR),Viandes Surgelées,mercredi,2024-07,A,22,79.49000000000001
ESCALOPE POULET FRAIS,478.02,PC (1 KG),Volaille Surgelée,mardi,2024-07,A,22,503.16
ESCALOPE POULET PANE CONGELE,89.33,KG (1 KG),Volaille Surgelée,mercredi,2024-07,A,22,128.91
ESSUIT TOUT JUMBO,130.0,PC (1 KG),Hygiène,mardi,2024-07,A,22,157.0
FANTA BOITE 24CL,1023.0,PC,Eaux et Sodas,mercredi,2024-07,A,22,1328.0
FANTA PET 30CL,242.0,PC (1 PQT),Eaux et Sodas,mercredi,2024-07,B,22,312.0
FARINE EN PAQUET,252.0,PC (1 KG),Epicerie,mardi,2024-07,A,22,252.0
FILET DE POULET PANE,15.68,KG (1 KG),Volaille Surgelée,samedi,2024-08,D,22,141.12
FILM ETIRABLE 725GR,36.0,PC (1 GR),Consommable,mercredi,2024-07,A,22,38.0
FOND DE PLATEAU CIG,1000.0,PC (1 PC),Consommable,mercredi,2024-07,C,22,3000.0
FOND PLATEAU GOURM,2000.0,PC (1 PC),Consommable,mardi,2024-07,C,22,4000.0
FORNOX,12.0,PC,Hygiène,mercredi,2024-07,B,22,48.0
FORTE NSPRS,5150.0,PC,Cafe,mardi,2024-07,A,22,5150.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,100.0,SCH (2.5 KG),Legumes Surgelés,jeudi,2024-08,A,22,290.0
FRITE SURGELE WEDGES 2.5 KG,22.0,KG (2.5 KG),Legumes Surgelés,jeudi,2024-08,B,22,90.0
FROMAGE CHEDDAR EN BLOC,36.0,KG (1 KG),Beurre Oeuf Fromage,jeudi,2024-08,A,22,65.0
FROMAGE EDAM MEULE,10.85,KG (1 KG),Beurre Oeuf Fromage,samedi,2024-08,B,22,35.622
FROMAGE GOUTA,14.0,KG,Beurre Oeuf Fromage,mardi,2024-07,C,22,16.0
FROMAGE LAND OR,5.4,PC (1 KG),Beurre Oeuf Fromage,vendredi,2024-08,A,22,25.4
FROMAGE MEULE GOUDA KG,18.5,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-08,A,22,32.932
FROMAGE MOZZARELLA  KG,109.65,KG (1 KG),Beurre Oeuf Fromage,vendredi,2024-08,A,22,176.93
FROMAGE MOZZARELLA CARRE KG,20.0,KG (1 KG),Beurre Oeuf Fromage,jeudi,2024-08,C,22,155.0
GANT EN VINYL  XL,9100.0,SCH (1 PC),Hygiène,mardi,2024-07,A,22,12500.0
GANT EN VINYL MEDUIM,2796.0,PC,Hygiène,mardi,2024-07,A,22,5700.0
GARCI GAZ P.E.T 1 L,287.0,L (1 GR),Eaux et Sodas,mercredi,2024-07,A,22,344.0
GATEAU CHOCOLAT PBC,80.0,PC (1 PC),Viennoiserie,mercredi,2024-07,B,22,100.0
GOBLET 6.5 0Z MF,1850.0,PC (1 PC),Consommable,mardi,2024-07,B,22,1850.0
GOBLET 6.5 PLAN B,1000.0,PC (1 PC),Consommable,lundi,2024-08,B,22,3300.0
GOBLET 9 PLAN B,2250.0,PC (1 PC),Consommable,mardi,2024-07,B,22,3000.0
GOBLET CAFE 192 ML CIG,3000.0,PC (1 PC),Consommable,mercredi,2024-07,B,22,4000.0
GOBLET CARTON 17 CL CIGUSTA,500.0,PC (1 PC),Consommable,mercredi,2024-07,C,22,3000.0
GOBLET CARTON GOURM 19 CL,1000.0,PC (1 PC),Consommable,mardi,2024-07,B,22,4000.0
GOBLET CARTON GOURM 25CL,1000.0,PC (1 PC),Consommable,mardi,2024-07,B,22,4000.0
GOBLET CI CAFE CIGUSTA,450.0,PC,Consommable,samedi,2024-08,B,22,1000.0
GOBLET DB 19 CC,7200.0,PC (1 PC),Consommable,mardi,2024-07,A,22,12000.0
GOBLET DB 25 CC,5300.0,PC (1 PC),Consommable,mercredi,2024-07,A,22,11600.0
GOBLET PET 16OZ/450 ML TRANSPARENT,1400.0,PC (1 PC),Consommable,mardi,2024-07,B,22,2800.0
GOBLET PET 350 CC,5000.0,PC,Consommable,mardi,2024-07,A,22,5950.0
GOBLET PP TRANSPARENT 200CC/80MM YOZEL,300.0,PC (1 PC),Consommable,dimanche,2024-08,D,22,700.0
HARISSA 5/2,33.0,BOTTE (1 BTE),Epicerie,mardi,2024-07,A,22,53.0
HEINEKEN BLLE 30CL,831.0,BTL (1 BTL),Alcools,mercredi,2024-07,A,22,1061.0
HUILE D'OLIVE POMACE,19.0,L (1 L),Epicerie,mardi,2024-07,B,22,28.5
HUILE VEGETALE,51.0,BIDON (5 L),Epicerie,mardi,2024-07,A,22,67.0
INTENSO NSPRS,2150.0,PC,Cafe,mardi,2024-07,A,22,4050.0
JEX CARRE,49.0,PC (1 PC),Hygiène,mardi,2024-07,A,22,180.0
JOUR ET NUIT BLANC 1/2,19.0,PC (1 PC),Alcools,vendredi,2024-08,C,22,52.0
JOUR ET NUIT ROSE 1/2,14.0,PC (1 PC),Alcools,vendredi,2024-08,B,22,52.0
JUS STILL 20 CL,313.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-07,A,22,552.0
KETCHUP BIDON 5L,20.0,PC (1 KG),Epicerie,mardi,2024-07,B,22,35.0
KINDER BUENO,240.0,PC (1 PC),Epicerie,mardi,2024-07,A,22,300.0
KINDER T4,20.0,PC (1 PC),Epicerie,samedi,2024-08,B,22,180.0
KIWI,133.0,PC (1 PC),Fruits & Legumes Frais,mercredi,2024-07,A,22,641.0
LAIT ENTIER 1L,114.0,PC (1 PC),Jus Fruit Lait,mercredi,2024-07,B,22,186.0
LAIT UHT DEMI ECREME,1002.0,PQT (1 L),Jus Fruit Lait,mardi,2024-07,A,22,1322.0
LAVETTE COTON,103.0,PC,Hygiène,mardi,2024-07,A,22,149.0
LEVURE BOULANGERE NORMALE,34.0,PC,Boulangerie_R,mardi,2024-07,B,22,34.0
LIPTON ICE TEA PASTEQUE 33CL,335.0,PC (1 PC),THE,mardi,2024-07,A,22,584.0
LIPTON ICE TEA PECHE 33 CL,879.0,PC (1 PC),THE,mardi,2024-07,A,22,1485.0
LOT CAFE GRAIN ESPRESSO ELITE 3,76.0,PC (1 KG),Cafe,mercredi,2024-07,A,22,128.0
LOT CAFE GRAINS  PUR EXPRESS,31.0,KG,Cafe,mercredi,2024-07,A,22,73.0
MAIS EN BOITE,49.0,BTE (340 GR),Epicerie,mardi,2024-07,A,22,92.0
MARINADE POULET GRILLE 2KG PB,24.0,PC (1 KG),Volaille Surgelée,jeudi,2024-08,A,22,36.0
MAY 0.5L,17935.0,PC (1 PC),Eaux et Sodas,mardi,2024-07,A,22,22614.0
MAYO 5L DEJ,31.0,KG (5000 GR),Beurre Oeuf Fromage,mardi,2024-07,A,22,170.0
MELON,51.15,PC (1 KG),Fruits & Legumes Frais,mardi,2024-07,B,22,60.8
MENTHE FRAICHE,14.0,PC,Legumes Frais,mercredi,2024-07,B,22,16.0
MENTOS ROLLS FRUIT FLAVOUR,40.0,PC (1 PC),Epicerie,vendredi,2024-08,D,22,80.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,vendredi,2024-08,D,22,80.0
MENTOS ROLLS RAINBOW,40.0,PC (1 PC),Epicerie,mardi,2024-07,D,22,120.0
MENTOS ROLLS STRAWBERRY,80.0,PC (1 PC),Epicerie,vendredi,2024-08,D,22,80.0
MENTOS ROLLS TUTTI FRUTTI,80.0,PC (1 PC),Epicerie,mardi,2024-07,D,22,80.0
