Name,Physical Storage Quantity,Storage Unit,GroupName,Date_week,Month,Stock_Class,Cycle,Max_Stock
GARCI GAZ P.E.T 1 L,252.0,L (1 GR),Eaux et Sodas,vendredi,2024-08,A,23,344.0
GATEAU CHOCOLAT PBC,60.0,PC (1 PC),Viennoiserie,lundi,2024-08,B,23,100.0
GOBLET 6.5 0Z MF,200.0,PC (1 PC),Consommable,jeudi,2024-08,B,23,1850.0
GOBLET 6.5 PLAN B,2000.0,PC (1 PC),Consommable,mardi,2024-08,B,23,3300.0
GOBLET 9 PLAN B,2000.0,PC (1 PC),Consommable,samedi,2024-08,B,23,3000.0
GOBLET CAFE 192 ML CIG,1000.0,PC (1 PC),Consommable,lundi,2024-08,B,23,4000.0
GOBLET CARTON 17 CL CIGUSTA,500.0,PC (1 PC),Consommable,vendredi,2024-08,C,23,3000.0
GOBLET CARTON GOURM 25CL,1000.0,PC (1 PC),Consommable,samedi,2024-08,B,23,4000.0
GOBLET CI CAFE CIGUSTA,650.0,PC (1 PC),Consommable,samedi,2024-08,B,23,1000.0
GOBLET DB 19 CC,12000.0,PC (1 PC),Consommable,vendredi,2024-08,A,23,12000.0
GOBLET DB 25 CC,11000.0,PC (1 PC),Consommable,vendredi,2024-08,A,23,11600.0
GOBLET JUS TRANSPARENT CI GUSTA,500.0,PC (1 PC),Consommable,lundi,2024-08,C,23,1000.0
GOBLET PET 16OZ/450 ML TRANSPARENT,250.0,PC,Consommable,dimanche,2024-08,B,23,2800.0
GOBLET PET 350 CC,5950.0,PC (1 PC),Consommable,vendredi,2024-08,A,23,5950.0
GOBLET PET 400CC,500.0,PC,Consommable,lundi,2024-08,B,23,2300.0
HARISSA 5/2,36.0,BOTTE (1 BTE),Epicerie,dimanche,2024-08,A,23,53.0
HEINEKEN BLLE 30CL,814.0,BTL (1 BTL),Alcools,samedi,2024-08,A,23,1061.0
HUILE D'OLIVE POMACE,19.0,L,Epicerie,vendredi,2024-08,B,23,28.5
HUILE VEGETALE,55.0,BIDON (5 L),Epicerie,vendredi,2024-08,A,23,67.0
INTENSO NSPRS,3000.0,PC,Cafe,vendredi,2024-08,A,23,4050.0
JEX CARRE,107.0,PC (1 PC),Hygiène,vendredi,2024-08,A,23,180.0
JUS STILL 20 CL,552.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-08,A,23,552.0
KETCHUP BIDON 5L,30.0,PC (1 KG),Epicerie,vendredi,2024-08,B,23,35.0
KINDER BUENO,210.0,PC (1 PC),Epicerie,vendredi,2024-08,A,23,300.0
KINDER T4,60.0,PC (1 PC),Epicerie,mardi,2024-08,B,23,180.0
KIWI,429.0,PC,Fruits & Legumes Frais,vendredi,2024-08,A,23,641.0
LAIT ENTIER 1L,186.0,PC (1 PC),Jus Fruit Lait,vendredi,2024-08,B,23,186.0
LAIT UHT DEMI ECREME,1322.0,PQT (1 L),Jus Fruit Lait,vendredi,2024-08,A,23,1322.0
LAVETTE COTON,129.0,PC (1 PC),Hygiène,vendredi,2024-08,A,23,149.0
LEVURE BOULANGERE NORMALE,13.0,PC (1 PC),Boulangerie_R,lundi,2024-08,B,23,34.0
LIPTON ICE TEA PASTEQUE 33CL,584.0,PC (1 PC),THE,vendredi,2024-08,A,23,584.0
LIPTON ICE TEA PECHE 33 CL,1299.0,PC (1 PC),THE,vendredi,2024-08,A,23,1485.0
LOT CAFE GRAIN ESPRESSO ELITE 3,77.0,PC (1 KG),Cafe,lundi,2024-08,A,23,128.0
LOT CAFE GRAINS  PUR EXPRESS,27.0,KG,Cafe,dimanche,2024-08,A,23,73.0
MAIS EN BOITE,87.0,BTE (340 GR),Epicerie,vendredi,2024-08,A,23,92.0
MANGUE,15.0,PC,Fruits & Legumes Frais,dimanche,2024-08,A,23,39.0
MARINADE POULET GRILLE 2KG PB,34.0,PC (1 KG),Volaille Surgelée,samedi,2024-08,A,23,36.0
MAY 0.5L,21669.0,PC (1 PC),Eaux et Sodas,vendredi,2024-08,A,23,22614.0
MAYO 5L DEJ,40.0,KG (5000 GR),Beurre Oeuf Fromage,vendredi,2024-08,A,23,170.0
MELON,55.1,PC (1 KG),Fruits & Legumes Frais,vendredi,2024-08,B,23,60.8
MENTHE FRAICHE,9.0,PC (1 PC),Legumes Frais,jeudi,2024-08,B,23,16.0
MENTOS ROLLS FRUIT FLAVOUR,40.0,PC (1 PC),Epicerie,vendredi,2024-08,D,23,80.0
MENTOS ROLLS MENTHE,40.0,PC (1 PC),Epicerie,vendredi,2024-08,D,23,80.0
MENTOS ROLLS RAINBOW,40.0,PC,Epicerie,dimanche,2024-08,D,23,120.0
MENTOS ROLLS STRAWBERRY,40.0,PC (1 PC),Epicerie,vendredi,2024-08,D,23,80.0
MENTOS ROLLS TUTTI FRUTTI,80.0,PC,Epicerie,vendredi,2024-08,D,23,80.0
MIRA 1L,1848.0,PC (1 PC),Eaux et Sodas,samedi,2024-08,A,23,1848.0
MIX A CREPE FRANCAISE,110.0,SAC (1 SAC),Pâtisseries,dimanche,2024-08,B,23,150.0
MOUTARDE DIJON 840 GR,13.0,BTE (840 GR),Epicerie,samedi,2024-08,B,23,25.0
MUFFINS VANILLE,72.0,PC (1 PC),Viennoiserie,lundi,2024-08,B,23,96.0
NUGGETS PANE PB,275.0,PC (1 PC),Volaille Surgelée,vendredi,2024-08,A,23,275.0
NUTELLA & GO 52 GR,72.0,PC (1 PC),Epicerie,mardi,2024-08,C,23,192.0
OEUFS,69.0,PC (30 PC),Beurre Oeuf Fromage,vendredi,2024-08,A,23,83.0
OIGNONS BLANC,85.65,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,127.3
OIGNONS ROUGE,84.0,KG (1 KG),Legumes Frais,samedi,2024-08,A,23,119.4
OLIVE DENOYETE,21.0,KG,Legumes Frais,dimanche,2024-08,B,23,35.0
OLIVE NOIRE SLICE,21.0,KG,Legumes Frais,lundi,2024-08,B,23,35.0
OLIVE VIOLETTE,9.0,KG (1 KG),Legumes Frais,samedi,2024-08,C,23,14.0
ORANGE A JUS,1742.6,KG (1 KG),Jus Fruit Lait,vendredi,2024-08,A,23,2117.05
ORANGINA BOITE 24 CL,288.0,BTE (1 BTE),Eaux et Sodas,vendredi,2024-08,A,23,347.0
PACK FOOD BOWL + COUVERCLE 1.2 L,100.0,PC,Consommable,mardi,2024-08,B,23,175.0
PAIN AU CHOCOLAT PUR BERRE GF SURG.,4400.0,PC (1 PC),Viennoiserie,lundi,2024-08,B,23,4400.0
PAIN CHAWARMA *10,115.0,PQT (10 PC),Boulangerie_R,vendredi,2024-08,A,23,115.0
PAIN CIABATTA NATURE,400.0,PC (1 PC),Boulangerie_R,lundi,2024-08,A,23,6590.0
PAIN DE MIE CEREALE,26.0,PC (1 PC),Boulangerie_R,jeudi,2024-08,B,23,130.0
PAIN DE MIE NATURE,104.0,PC,Boulangerie_R,samedi,2024-08,B,23,130.0
PAIN HAMBURGER AC,654.0,PC,Boulangerie_R,vendredi,2024-08,A,23,836.0
PAIN MACDO  GRAINS SESAME,2100.0,PC,Boulangerie_R,lundi,2024-08,A,23,4290.0
PAIN ROND FARINE,1350.0,PC,Boulangerie_R,lundi,2024-08,A,23,3480.0
PAIN SANDWICH CI GUSTA,777.0,PC (1 PC),Boulangerie_R,samedi,2024-08,A,23,777.0
PAIN SCHNECK AUX RAISINS SURG PUR BEURRE GF,1200.0,PC (1 PC),Viennoiserie,mardi,2024-08,B,23,1200.0
PAIN SHNEK AU RAISIN MARGARINE,700.0,PC (1 KG),Pâtisseries,mardi,2024-08,C,23,700.0
PALETTE A GLACE,400.0,PC (1 PC),Consommable,dimanche,2024-08,C,23,2000.0
PAPIER SERVIETTE GOURMANDISE,120.0,PC (1 PC),Consommable,samedi,2024-08,B,23,128.0
PASTEQUE,126.2,KG (1 KG),Fruits & Legumes Frais,samedi,2024-08,B,23,129.85
PATE PIZZA FOCACCIA 12/40,120.0,PC (1 PC),Boulangerie_R,vendredi,2024-08,A,23,170.0
PATE PIZZA FOCACCIA D32 CM,20.0,PC (1 PC),Boulangerie_R,mercredi,2024-08,C,23,50.0
PATE PIZZA PANCROCCHINO 12/40,514.0,PC (1 PC),Boulangerie_R,vendredi,2024-08,A,23,520.0
PATE PLUME COURTE,10.0,PC (1 KG),Epicerie,samedi,2024-08,B,23,58.0
PATE SPAGHETTI,10.0,PC (1 PC),Epicerie,samedi,2024-08,B,23,74.0
PECHES,27.5,KG (1 KG),Fruits & Legumes Frais,vendredi,2024-08,A,23,27.5
PIMENT DOUX,58.2,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,97.3
PIMENT FORT,38.65,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,78.95
POCHETTE CROISSANT CRAFT 11*5*28,3000.0,PC,Consommable,lundi,2024-08,D,23,3000.0
POMME (FRUIT),14.7,KG (1 KG),Fruits & Legumes Frais,vendredi,2024-08,A,23,22.15
POMME DE TERRE,219.6,KG (1 KG),Legumes Frais,samedi,2024-08,A,23,292.25
POT NUTELLA 3 KG,20.0,POT (3 KG),Epicerie,vendredi,2024-08,C,23,31.0
POUDRE TENDERS PB,38.0,KG,Volaille Surgelée,dimanche,2024-08,B,23,42.0
POULET PANE AMANDE PB,10.0,PQT (40 PC),Volaille Surgelée,samedi,2024-08,A,23,350.0
PRUNES,14.5,KG (1 KG),Fruits & Legumes Frais,vendredi,2024-08,C,23,18.8
PUNCH CIDRE 30CL,622.0,PC (1 PC),Eaux et Sodas,samedi,2024-08,C,23,1310.0
RAME PAPIER A4,5.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-08,B,23,23.0
RED BULL,520.0,PC (1 PC),Eaux et Sodas,mercredi,2024-08,A,23,609.0
REMANENT HERBE CF,4.0,PC (1 PC),Hygiène,samedi,2024-08,B,23,10.0
RIZ EN PAQUET,6.0,PC,Epicerie,vendredi,2024-08,C,23,35.0
ROULEAU CAISSE 80*80,125.0,PC (1 PC),Fournitures de Bureau,vendredi,2024-08,A,23,205.0
ROULEAU TPE,286.0,PC (1 PC),Fournitures de Bureau,samedi,2024-08,A,23,286.0
SAC A POUBELLE GEANT BLANC,2075.0,PC (1 PC),Hygiène,vendredi,2024-08,A,23,2075.0
SAC GROUPAGE DB,3000.0,PC,Consommable,mardi,2024-08,B,23,6000.0
SAC SANDWICH DAILY BREAK,9000.0,PC,Consommable,vendredi,2024-08,B,23,10000.0
SAC SOUS VIDE LISSE 15*20,300.0,PC (1 PC),Consommable,vendredi,2024-08,D,23,1900.0
SACHET BRETELLE GM,175.0,PC (1 PC),Consommable,vendredi,2024-08,B,23,1000.0
SACHET BRETELLES 38X60 MF,225.0,PC,Consommable,jeudi,2024-08,B,23,225.0
SACHET CONGELATION,5.0,PC (1 KG),Consommable,lundi,2024-08,D,23,10.0
SALADE LAITUE TUN,383.35,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,393.7
SANIT SURF,21.0,PC (1 PC),Hygiène,vendredi,2024-08,A,23,51.0
SAUCE A L'AIL,6.0,PC,Epicerie,lundi,2024-08,B,23,12.0
SAUCE PLAN B 5KG,15.0,SEAU (1000 GR),Epicerie,mardi,2024-08,B,23,25.0
SAVON LIQ OXY'SOAP 1L,4.0,L (1 L),Hygiène,lundi,2024-08,A,23,12.0
SEL FIN DE TABLE,15.0,PC (1 KG),Epicerie,vendredi,2024-08,B,23,23.0
SEMOULE FINE,80.0,KG (1 KG),Epicerie,vendredi,2024-08,B,23,145.0
SERPILLERE,81.0,PC (1 PC),Hygiène,vendredi,2024-08,A,23,122.0
SERVIETTE 30*30 CIGUSTA,96.0,PC,Consommable,samedi,2024-08,B,23,192.0
SERVIETTE EN PAPIER 30*30,786.0,PC,Consommable,vendredi,2024-08,A,23,786.0
SET DE PLATEAU DB,4000.0,PC,Consommable,vendredi,2024-08,B,23,9000.0
SOUS FONDANT PERSONNALISE,200.0,PC (1 PC),Consommable,vendredi,2024-08,B,23,1200.0
SOUS TARTE BLANCHE 12*12*2,1000.0,PC,Consommable,samedi,2024-08,B,23,2600.0
SQUEEZE CREME  CHEDDAR 450GR,20.0,BTL (450 GR),Beurre Oeuf Fromage,vendredi,2024-08,D,23,27.0
STYLO BIC,2.0,PC (1 PC),Fournitures de Bureau,jeudi,2024-08,C,23,175.0
SUCRE BLANC EN SACHET GOURM,1000.0,PC (1 PC),Cafe,samedi,2024-08,B,23,4000.0
SUCRE EN SACHET CI-GUSTA,80.0,PC (1 PC),Cafe,vendredi,2024-08,B,23,120.0
SUCRE EN SACHET DAILY BREAK,130.0,PC (1 KG),Cafe,vendredi,2024-08,A,23,230.0
TENDER DE POULET 1KG,100.0,KG,Volaille Surgelée,mercredi,2024-08,D,23,225.0
THON EN BOITES,137.0,BTE (2.05 KG),Conserve de Poisson,vendredi,2024-08,A,23,164.0
TIC TAC SPEARMINT,36.0,PC (1 PC),Epicerie,vendredi,2024-08,D,23,60.0
TOMATE CERISES,24.95,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,24.95
TOMATE CONCENTRE 4/4,3.0,PC (1 PC),Epicerie,vendredi,2024-08,D,23,24.0
TOMATE FRAICHE,476.7,KG (1 KG),Legumes Frais,vendredi,2024-08,A,23,526.85
VIANDE HACHEE SPECIAL RESTO,147.235,PC (1 KG),Viandes Fraiches,vendredi,2024-08,A,23,191.07
AJAX VITRE,15.0,PC (1 PC),Hygiène,jeudi,2024-08,A,24,32.0
ALKASURF DDA 5KG,5.0,PC (1 PC),Hygiène,jeudi,2024-08,D,24,15.0
AMANDES GRILEES SALEES 70GR,12.0,PC (1 PC),Fruits Secs,mardi,2024-08,B,24,84.0
AMSTEL BEER BLLE 33CL,182.0,BTL,Alcools,mardi,2024-08,B,24,432.0
ASEPCLOR,30.0,PC (1 PC),Hygiène,lundi,2024-08,A,24,60.0
BACON DE DINDE TRANCHES (1 - 1.5 KG),40.0,KG,Charcuterie,mardi,2024-08,B,24,43.0
BAGUETTE CONG.,360.0,PC (1 PC),Boulangerie_R,mardi,2024-08,B,24,730.0
BANANE,42.0,PC,Fruits & Legumes Frais,dimanche,2024-08,A,24,155.0
BARQUETTE 5L,4.0,PC,Consommable,mardi,2024-08,C,24,47.0
BARQUETTE CARTON CIG,1125.0,PC (1 PC),Consommable,jeudi,2024-08,B,24,3000.0
BARQUETTE CARTON DB,2100.0,PC (1 PC),Consommable,jeudi,2024-08,B,24,2900.0
BECK'S JET 24CL,115.0,BTL (1 PC),Alcools,lundi,2024-08,A,24,683.0
BISCUIT TUC,48.0,PC (1 PC),Epicerie,dimanche,2024-08,D,24,120.0
BLOUSE NON TISSEE,2.0,PC (1 KG),Hygiène,mardi,2024-08,C,24,36.0
BOGA CIDRE PET 30 CL,60.0,PC (1 PC),Eaux et Sodas,mardi,2024-08,C,24,182.0
BOGA LIME BOITE 24CL,1297.0,BTE (1 PC),Eaux et Sodas,lundi,2024-08,A,24,1322.0
BOGA PET 30CL,216.0,PQT (1 PQT),Eaux et Sodas,mardi,2024-08,B,24,261.0
BOITE A CREPE,1500.0,PC (1 PC),Consommable,mardi,2024-08,B,24,3150.0
BOITE PIZZA ONDULEE 31/31,150.0,PC,Consommable,lundi,2024-08,C,24,200.0
BOITE PIZZA PM CIG,500.0,PC,Consommable,jeudi,2024-08,B,24,500.0
BON DE TRANSFERT 50*3,7.0,PC (1 PC),Fournitures de Bureau,lundi,2024-08,B,24,15.0
BRIOCHE TORSADEE PUR BEURRE PEPITE CHOCO GF,450.0,PC (1 PC),Viennoiserie,mercredi,2024-08,B,24,1500.0
BROCHETTE BAMBOO 20,3.0,SCH (100 PC),Consommable,jeudi,2024-08,C,24,14.0
CACAHUETES GRILLEES SALEES 70GR,60.0,PC (1 PC),Fruits Secs,mardi,2024-08,C,24,60.0
CAKE CHOCOLAT PBC,80.0,PC (1 PC),Viennoiserie,jeudi,2024-08,B,24,88.0
CAKE CITRON PBC,72.0,PC (1 PC),Viennoiserie,mardi,2024-08,B,24,216.0
CAKE MARBRE MARGARINE,561.0,PC (1 PC),Pâtisseries,mardi,2024-08,A,24,561.0
CAKE MARBRE PBC,154.0,PC (1 PC),Viennoiserie,mardi,2024-08,A,24,363.0
CAKE NATURE MARGARINE,77.0,PC (1 PC),Pâtisseries,mardi,2024-08,C,24,132.0
CAROTTE,28.6,KG (1 KG),Legumes Frais,lundi,2024-08,A,24,67.1
CAROTTE CAKE PBC,77.0,PC (1 PC),Viennoiserie,dimanche,2024-08,B,24,330.0
CELTIA JET 25CL,189.0,PC (1 PC),Alcools,lundi,2024-08,A,24,591.0
CHAMPIGNON FRAIS BARQUETTE,31.0,KG (1 KG),Legumes Frais,lundi,2024-08,A,24,34.5
CHEWING GUM FLORIDENT  EXTRA WHITE 60G,12.0,PC (1 PC),Epicerie,lundi,2024-08,D,24,24.0
CHOCOLAT EN POUDRE,22.0,PC (0.2 KG),Cafe,jeudi,2024-08,A,24,86.0
CHOUX VERT,8.85,KG (1 KG),Legumes Frais,mercredi,2024-08,B,24,12.8
COCA BOITE ZERO,867.0,PC (1 PC),Eaux et Sodas,lundi,2024-08,A,24,990.0
COCA COLA BOITE 24CL,2187.0,PC (1 PC),Eaux et Sodas,lundi,2024-08,A,24,2855.0
COCA COLA PET 30CL,278.0,PQT (1 PQT),Eaux et Sodas,mardi,2024-08,B,24,435.0
COCA COLA ZERO 30 CL,74.0,PC (1 PC),Eaux et Sodas,lundi,2024-08,B,24,148.0
COFFRET CHECHIA AV SEP 16/16,100.0,PC (1 PC),Consommable,mardi,2024-08,C,24,125.0
COFFRET PORTRAIT AV SEP 11.5/11.5,100.0,PC (1 PC),Consommable,mardi,2024-08,C,24,175.0
COFFRET PORTRAIT AV SEP 19.5/19.5,100.0,PC (1 PC),Consommable,mardi,2024-08,C,24,200.0
COFFRET PORTRAIT AV SEP24.5/14.5,100.0,PC (1 PC),Consommable,mardi,2024-08,C,24,150.0
CONCOMBRE,100.8,KG (1 KG),Legumes Frais,lundi,2024-08,A,24,177.692
CONFITURE DE FRAISES 380G,3.0,PC,Conserve de légumes,vendredi,2024-08,D,24,3.0
COOKIES,40.0,PC (1 PC),Viennoiserie,dimanche,2024-08,C,24,120.0
COURGE,18.95,KG (1 KG),Legumes Frais,lundi,2024-08,B,24,47.65
COUTEAU NOIRE EMBALLE EJEM,2000.0,PC (1 PC),Consommable,vendredi,2024-08,B,24,4000.0
COUVERCLE GOBLET TRSP 35 CL EJEM,2400.0,PC,Consommable,mercredi,2024-08,B,24,3000.0
CREME A FOUETTER 1LT HOLE,19.0,PC,GLACES,lundi,2024-08,C,24,31.0
CREME DE CUISSON,22.0,L (0.95 L),Beurre Oeuf Fromage,lundi,2024-08,B,24,27.0
CREME SUPERIEUR DELICE 1L,24.0,PC (1 PC),Epicerie,mercredi,2024-08,D,24,34.0
CROISSANT AU CHOCOLAT MARGARINE,400.0,PC (1 PC),Viennoiserie,mercredi,2024-08,C,24,750.0
CROISSANT AUX AMANDES  PUR BEURRE GF,500.0,PC (1 PC),Viennoiserie,mercredi,2024-08,B,24,1200.0
CROISSANT NATURE  PUR BEURRE GF,4000.0,PC (1 PC),Viennoiserie,mercredi,2024-08,B,24,5400.0
CROISSANT NATURE MARGARINE,400.0,PC (1 PC),Pâtisseries,mercredi,2024-08,C,24,675.0
CUILLERE A CAFE PLASTIQUE,26800.0,PC (1 PC),Consommable,lundi,2024-08,A,24,28100.0
CUISSE DE POULET FRAIS,13.31,KG (1 KG),Volaille Fraiche,mercredi,2024-08,C,24,47.85
DADDY'S CHIPS CLASSIC SEL DE MER 70G,105.0,PC (1 PC),Epicerie,lundi,2024-08,A,24,225.0
DADDY'S CHIPS SAVORY TRUFFE PARMESAN 70G,120.0,PC (1 PC),Epicerie,dimanche,2024-08,B,24,165.0
DINOL,135.0,BIDON (1 KG),Hygiène,lundi,2024-08,A,24,135.0
DOSETTE KETCHUP PB,4000.0,PC (1000 PC),Epicerie,lundi,2024-08,C,24,4000.0
DOSETTE MAYO PB,4000.0,PC (1 PC),Epicerie,lundi,2024-08,C,24,4000.0
EAU MINERALE 1.5L,484.0,PC,Eaux et Sodas,lundi,2024-08,A,24,4556.0
EMBALLAGE CREPE CIG,1100.0,PC,Consommable,jeudi,2024-08,B,24,2000.0
EMINCE DE BOEUF PORT. SURGELE,20.17,KG (1000 GR),Viandes Surgelées,mardi,2024-08,A,24,79.49000000000001
ESCALOPE DE DINDE FRAIS,168.0,KG (1 KG),Volaille Fraiche,lundi,2024-08,D,24,489.5
ESCALOPE POULET FRAIS,349.8,KG (1 KG),Volaille Surgelée,jeudi,2024-08,A,24,503.16
ESCALOPE POULET PANE CONGELE,61.12,KG (1 KG),Volaille Surgelée,lundi,2024-08,A,24,128.91
ESSUIT TOUT JUMBO,120.0,PC (1 KG),Hygiène,lundi,2024-08,A,24,157.0
ETUI SANDWICH,1000.0,PC (1 PC),Consommable,dimanche,2024-08,B,24,4000.0
FANTA BOITE 24CL,1328.0,PC (1 PC),Eaux et Sodas,lundi,2024-08,A,24,1328.0
FANTA PET 30CL,192.0,PC (1 PQT),Eaux et Sodas,mardi,2024-08,B,24,312.0
FARINE EN PAQUET,171.0,PC (1 KG),Epicerie,lundi,2024-08,A,24,252.0
FILET DE POULET PANE,47.74,KG (1 KG),Volaille Surgelée,lundi,2024-08,D,24,141.12
FILM ETIRABLE 725GR,38.0,PC (1 GR),Consommable,lundi,2024-08,A,24,38.0
FOND DE PLATEAU CIG,2000.0,PC (1 PC),Consommable,samedi,2024-08,C,24,3000.0
FOND PLATEAU GOURM,2000.0,PC (1 PC),Consommable,mardi,2024-08,C,24,4000.0
FORNOX,6.0,PC (1 PC),Hygiène,jeudi,2024-08,B,24,48.0
FORTE NSPRS,2064.0,PC (1 PC),Cafe,lundi,2024-08,A,24,5150.0
FRITE SURGELE 9/9 CLASSIC 2.5 KG,132.0,SCH (2.5 KG),Legumes Surgelés,lundi,2024-08,A,24,290.0
FRITE SURGELE WEDGES 2.5 KG,27.0,KG (2.5 KG),Legumes Surgelés,mercredi,2024-08,B,24,90.0
FROMAGE CHEDDAR EN BLOC,45.0,KG,Beurre Oeuf Fromage,mardi,2024-08,A,24,65.0
FROMAGE EDAM MEULE,26.576,KG (1 KG),Beurre Oeuf Fromage,mardi,2024-08,B,24,35.622
FROMAGE GOUTA,8.0,KG,Beurre Oeuf Fromage,jeudi,2024-08,C,24,16.0
FROMAGE LAND OR,18.0,PC (1 KG),Beurre Oeuf Fromage,mardi,2024-08,A,24,25.4
FROMAGE MEULE GOUDA KG,32.04,KG (1 KG),Beurre Oeuf Fromage,lundi,2024-08,A,24,32.932
FROMAGE MOZZARELLA  KG,151.1,KG (1 KG),Beurre Oeuf Fromage,mardi,2024-08,A,24,176.93
GANT EN VINYL  XL,7700.0,SCH (1 PC),Hygiène,lundi,2024-08,A,24,12500.0
GANT EN VINYL MEDUIM,2800.0,PC (1 PC),Hygiène,lundi,2024-08,A,24,5700.0
GARCI GAZ P.E.T 1 L,318.0,L (1 GR),Eaux et Sodas,lundi,2024-08,A,24,344.0
GATEAU CHOCOLAT PBC,80.0,PC (1 PC),Viennoiserie,mercredi,2024-08,B,24,100.0
GEL ANTIBAC 500,1.0,POT (1 PQT),Hygiène,samedi,2024-08,D,24,6.0
GOBLET 6.5 0Z MF,250.0,PC,Consommable,vendredi,2024-08,B,24,1850.0
GOBLET 6.5 PLAN B,2000.0,PC (1 PC),Consommable,jeudi,2024-08,B,24,3300.0
GOBLET 9 PLAN B,3000.0,PC (1 PC),Consommable,mardi,2024-08,B,24,3000.0
GOBLET CAFE 192 ML CIG,4000.0,PC (1 PC),Consommable,mardi,2024-08,B,24,4000.0
GOBLET CARTON 17 CL CIGUSTA,1000.0,PC (1 PC),Consommable,lundi,2024-08,C,24,3000.0
GOBLET CARTON GOURM 19 CL,2000.0,PC,Consommable,lundi,2024-08,B,24,4000.0
GOBLET CARTON GOURM 25CL,3000.0,PC,Consommable,lundi,2024-08,B,24,4000.0
GOBLET CI CAFE CIGUSTA,1000.0,PC (1 PC),Consommable,samedi,2024-08,B,24,1000.0
GOBLET DB 19 CC,4800.0,PC,Consommable,lundi,2024-08,A,24,12000.0
GOBLET DB 25 CC,3700.0,PC (1 PC),Consommable,mercredi,2024-08,A,24,11600.0
GOBLET PET 16OZ/450 ML TRANSPARENT,1300.0,PC (1 PC),Consommable,jeudi,2024-08,B,24,2800.0
GOBLET PET 350 CC,3750.0,PC (1 PC),Consommable,lundi,2024-08,A,24,5950.0
GOBLET PET 400CC,300.0,PC,Consommable,jeudi,2024-08,B,24,2300.0
HARISSA 5/2,38.0,BOTTE (1 BTE),Epicerie,lundi,2024-08,A,24,53.0
HEINEKEN BLLE 30CL,852.0,BTL (1 BTL),Alcools,mardi,2024-08,A,24,1061.0
HUILE D'OLIVE POMACE,28.5,L,Epicerie,lundi,2024-08,B,24,28.5
HUILE VEGETALE,67.0,BIDON (5 L),Epicerie,lundi,2024-08,A,24,67.0
INTENSO NSPRS,2136.0,PC,Cafe,mardi,2024-08,A,24,4050.0
JEX CARRE,68.0,PC (1 PC),Hygiène,lundi,2024-08,A,24,180.0
JOUR ET NUIT ROSE 3/4,6.0,PC (1 PC),Alcools,mardi,2024-08,C,24,30.0
JUS STILL 20 CL,511.0,PC,Jus Fruit Lait,mardi,2024-08,A,24,552.0
KETCHUP BIDON 5L,10.0,PC (1 KG),Epicerie,vendredi,2024-08,B,24,35.0
KINDER T4,160.0,PC (1 PC),Epicerie,lundi,2024-08,B,24,180.0
KIWI,338.0,PC (1 PC),Fruits & Legumes Frais,mercredi,2024-08,A,24,641.0
LAIT ENTIER 1L,80.0,PC (1 PC),Jus Fruit Lait,mardi,2024-08,B,24,186.0
LAIT UHT DEMI ECREME,1192.0,PQT (1 L),Jus Fruit Lait,lundi,2024-08,A,24,1322.0
LAVETTE COTON,113.0,PC (1 PC),Hygiène,mardi,2024-08,A,24,149.0
LEVURE BOULANGERE NORMALE,5.0,PC (1 PC),Boulangerie_R,lundi,2024-08,B,24,34.0
LIPTON ICE TEA PASTEQUE 33CL,576.0,PC (1 PC),THE,lundi,2024-08,A,24,584.0
LIPTON ICE TEA PECHE 33 CL,1485.0,PC (1 PC),THE,lundi,2024-08,A,24,1485.0
LOT CAFE GRAIN ESPRESSO ELITE 3,23.0,PC (1 KG),Cafe,lundi,2024-08,A,24,128.0
LOT CAFE GRAINS  PUR EXPRESS,73.0,KG,Cafe,mardi,2024-08,A,24,73.0
MAIS EN BOITE,63.0,BTE (340 GR),Epicerie,mardi,2024-08,A,24,92.0
MANGUE,5.0,PC (1 PC),Fruits & Legumes Frais,dimanche,2024-08,A,24,39.0
MARINADE POULET GRILLE 2KG PB,28.0,PC (1 KG),Volaille Surgelée,mardi,2024-08,A,24,36.0
MAY 0.5L,22614.0,PC (1 PC),Eaux et Sodas,lundi,2024-08,A,24,22614.0
MAYO 5L DEJ,43.0,KG (5000 GR),Beurre Oeuf Fromage,lundi,2024-08,A,24,170.0
MELON,41.55,PC (1 KG),Fruits & Legumes Frais,mardi,2024-08,B,24,60.8
MENTOS ROLLS TUTTI FRUTTI,40.0,PC,Epicerie,samedi,2024-08,D,24,80.0
MIRA 1L,1650.0,PC (1 PC),Eaux et Sodas,mardi,2024-08,A,24,1848.0
MIX A CREPE FRANCAISE,120.0,SAC,Pâtisseries,mardi,2024-08,B,24,150.0
MOELLEUX CHOCOLAT,72.0,PC (1 PC),Viennoiserie,jeudi,2024-08,C,24,108.0
MOUTARDE DIJON 840 GR,6.0,BTE (840 GR),Epicerie,jeudi,2024-08,B,24,25.0
MUFFINS VANILLE,48.0,PC (1 PC),Viennoiserie,vendredi,2024-08,B,24,96.0
Muffin daily'n,254.0,PC (1 PC),Pâtisseries,mardi,2024-08,A,24,1109.0
